@TYPE	xy	xy	xy
@	subtitle	subtitle	subtitle
149,6400146	1,6980848	0,2607335	0,2709423
149,6800079	1,6896127	0,2612155	0,2749182
149,7200012	1,7330103	0,2625595	0,276423
149,7600098	1,8002547	0,2641914	0,2874806
149,8000031	1,7415591	0,2758739	0,2942694
149,8400116	1,6796426	0,24322	0,2737993
149,8800049	1,7623744	0,244616	0,2523444
149,9200134	1,6984004	0,2635634	0,2759847
149,9600067	1,8521361	0,2603905	0,2597223
150	1,8073927	0,2569796	0,2563901
150,0400085	1,7191273	0,262246	0,266191
150,0800018	1,7408545	0,2463589	0,2646637
150,1200104	1,7856721	0,2620263	0,2707677
150,1600037	1,7927948	0,2564298	0,2804771
150,2000122	1,8296207	0,2611379	0,2775869
150,2400055	1,7342727	0,2623666	0,2735513
150,280014	1,7218534	0,2679741	0,2764711
150,3200073	1,6976329	0,274479	0,2831784
150,3600006	1,6972078	0,2696925	0,2900871
150,4000092	1,693953	0,2728986	0,2871794
150,4400024	1,7170721	0,2841191	0,2902218
150,480011	1,7185143	0,2661421	0,2777708
150,5200043	1,7903246	0,270168	0,2849775
150,5600128	1,8490415	0,2857287	0,2831433
150,6000061	1,8637526	0,2753278	0,2791101
150,6400146	1,9111338	0,2569373	0,2774883
150,6800079	1,920495	0,2560641	0,2871628
150,7200012	1,8544461	0,2593713	0,2680601
150,7600098	1,8680381	0,2535419	0,2654391
150,8000031	1,8653532	0,2555111	0,268965
150,8400116	1,8478196	0,2629393	0,2835334
150,8800049	1,8358066	0,2562955	0,2756058
150,9200134	1,823218	0,2702739	0,2783529
150,9600067	1,8076446	0,2774185	0,2984693
151	1,817837	0,2475902	0,2751448
151,0400085	1,861249	0,2517889	0,2669532
151,0800018	1,8533989	0,2566313	0,2777038
151,1200104	1,8475744	0,2641694	0,2825868
151,1600037	1,8193563	0,2518106	0,2770157
151,2000122	1,7880435	0,2534158	0,2768714
151,2400055	1,8133928	0,2420653	0,2828304
151,280014	1,7654456	0,2549634	0,2806892
151,3200073	1,7842072	0,2564946	0,2804866
151,3600006	1,8894957	0,2495015	0,2811737
151,4000092	1,8513981	0,256084	0,2645968
151,4400024	1,8099411	0,2670187	0,2789134
151,480011	1,8108283	0,2582219	0,2783934
151,5200043	1,7903399	0,2658898	0,274148
151,5600128	1,8232996	0,2689699	0,2763828
151,6000061	1,802294	0,2632841	0,2652922
151,6400146	1,8176593	0,258292	0,2671726
151,6800079	1,7621944	0,2544596	0,2575322
151,7200012	1,8289686	0,2607932	0,2627821
151,7600098	1,791801	0,2540595	0,2588392
151,8000031	1,9214753	0,2521622	0,2486416
151,8400116	1,8329744	0,2571393	0,2559105
151,8800049	1,8007667	0,2653853	0,2577936
151,9200134	1,8252101	0,255037	0,2729633
151,9600067	1,8869181	0,2651979	0,2648052
152	1,8108511	0,2614557	0,256429
152,0400085	1,7828939	0,2506416	0,2692017
152,0800018	1,7821864	0,25184	0,2606547
152,1200104	1,7702309	0,25113	0,2662574
152,1600037	1,7829845	0,2604837	0,2629287
152,2000122	1,7833183	0,2622595	0,2621514
152,2400055	1,7644675	0,252042	0,2714344
152,280014	1,814415	0,258438	0,2709053
152,3200073	1,8682562	0,2499549	0,2695082
152,3600006	1,8305383	0,2521544	0,270943
152,4000092	1,8689398	0,2517321	0,2605729
152,4400024	1,8046687	0,2496353	0,2584145
152,480011	1,8065609	0,2490115	0,2692192
152,5200043	1,8491634	0,2553646	0,2740093
152,5600128	1,8218952	0,2434576	0,2589931
152,6000061	1,8530854	0,2397787	0,2606537
152,6400146	1,8983183	0,2476911	0,2696057
152,6800079	1,8209304	0,2473191	0,2566013
152,7200012	1,8170464	0,2507389	0,2664185
152,7600098	1,8052342	0,2400092	0,2594697
152,8000031	1,7804519	0,2566815	0,2652902
152,8400116	1,7872738	0,2573266	0,2617731
152,8800049	1,7938262	0,2562157	0,2661821
152,9200134	1,8036352	0,2413254	0,2627525
152,9600067	1,8090531	0,2479291	0,2661024
153	1,7799735	0,2503653	0,2691863
153,0400085	1,8549544	0,2612132	0,2687837
153,0800018	1,9598374	0,2580493	0,2953486
153,1200104	1,9456021	0,2531568	0,2770149
153,1600037	1,9198099	0,2556893	0,2737067
153,2000122	1,8767997	0,2667274	0,2643402
153,2400055	1,9193867	0,2565366	0,2652457
153,280014	1,8686893	0,250913	0,2586642
153,3200073	1,9400072	0,2604422	0,2659012
153,3600006	1,9748161	0,2415496	0,2648263
153,4000092	1,9151328	0,2562043	0,2898947
153,4400024	2,0481203	0,2417251	0,2618001
153,480011	1,9604106	0,2678345	0,2807323
153,5200043	1,9657999	0,256792	0,2916534
153,5600128	1,9719652	0,2411371	0,2789664
153,6000061	1,9669034	0,2561398	0,2698698
153,6400146	1,9169823	0,2707295	0,2758174
153,6800079	1,9880604	0,2574048	0,2701248
153,7200012	1,964708	0,2686251	0,2750021
153,7600098	1,9447441	0,2438738	0,2612631
153,8000031	1,9119112	0,2559785	0,2616227
153,8400116	1,9444973	0,2597634	0,2518606
153,8800049	1,8517482	0,2776083	0,2685195
153,9200134	1,7911379	0,2459552	0,2620009
153,9600067	1,7998335	0,2644203	0,275223
154	1,7873812	0,2521346	0,2548894
154,0400085	1,7206402	0,2572092	0,2643649
154,0800018	1,746334	0,2754414	0,2755907
154,1200104	1,7751857	0,2667671	0,2682969
154,1600037	1,7737775	0,2689526	0,2620466
154,2000122	1,8275987	0,2485747	0,2438697
154,2400055	1,7000786	0,2450764	0,2422395
154,280014	1,7289712	0,2573863	0,2549789
154,3200073	1,7836502	0,2544123	0,2493764
154,3600006	1,8023598	0,2582998	0,2487037
154,4000092	1,788002	0,2591722	0,2542249
154,4400024	1,7897602	0,2795245	0,2644589
154,480011	1,711726	0,2590095	0,2588238
154,5200043	1,7374775	0,2643707	0,2692632
154,5600128	1,7665899	0,2726266	0,2654013
154,6000061	1,7429985	0,2629564	0,2563666
154,6400146	1,7483351	0,2594494	0,2646528
154,6800079	1,7319067	0,2632937	0,2747547
154,7200012	1,7270138	0,2678547	0,2692652
154,7600098	1,8012112	0,2571601	0,2572882
154,8000031	1,8241947	0,2740178	0,263954
154,8400116	1,7877325	0,2603956	0,2563551
154,8800049	1,7784626	0,2679616	0,2583853
154,9200134	1,7457683	0,2712832	0,2631171
154,9600067	1,696202	0,262123	0,2499876
155	1,7604401	0,2853042	0,2741707
155,0400085	1,7979892	0,2495412	0,2520877
155,0800018	1,7208977	0,2598508	0,261994
155,1200104	1,7088878	0,2707088	0,2663722
155,1600037	1,7289677	0,2668156	0,2718029
155,2000122	1,659848	0,2565868	0,2699759
155,2400055	1,6644107	0,2783726	0,2681157
155,280014	1,7269697	0,2647866	0,2703722
155,3200073	1,7021879	0,2484573	0,2676229
155,3600006	1,7022235	0,268639	0,27264
155,4000092	1,7390021	0,2731309	0,2847619
155,4400024	1,7783138	0,263455	0,293615
155,480011	1,766144	0,2866044	0,2886642
155,5200043	1,8159111	0,2691678	0,2805456
155,5600128	1,7256544	0,2783903	0,286224
155,6000061	1,7974248	0,2746816	0,2828119
155,6400146	1,7897388	0,2717319	0,2859184
155,6800079	1,7211665	0,2642028	0,2718135
155,7200012	1,8020366	0,268357	0,2723917
155,7600098	1,8303883	0,2580944	0,2717387
155,8000031	1,7926974	0,2899784	0,2910211
155,8400116	1,7416296	0,2831131	0,2866933
155,8800049	1,8113235	0,2800145	0,2769618
155,9200134	1,7929443	0,2831556	0,2815506
155,9600067	1,8278053	0,2747308	0,275667
156	1,8259611	0,2644679	0,2654062
156,0400085	1,8304873	0,2703827	0,2729687
156,0800018	1,7932909	0,284723	0,2889811
156,1200104	1,7918688	0,2641072	0,2754025
156,1600037	1,7748487	0,2822742	0,3010573
156,2000122	1,7861031	0,2858193	0,2902238
156,2400055	1,8626542	0,2784242	0,2769874
156,280014	1,7607424	0,2735918	0,2841338
156,3200073	1,7981265	0,2735368	0,2915798
156,3600006	1,8084813	0,274565	0,2777575
156,4000092	1,7734939	0,2742726	0,2768915
156,4400024	1,7941287	0,2760234	0,2823336
156,480011	1,7856836	0,2708326	0,2701086
156,5200043	1,7606626	0,2660021	0,2770002
156,5600128	1,8381633	0,2558493	0,2652578
156,6000061	1,7253091	0,2666236	0,2698882
156,6400146	1,7882248	0,2723855	0,2868982
156,6800079	1,8020835	0,2817779	0,2806276
156,7200012	1,8579087	0,2662988	0,2759032
156,7600098	1,880869	0,2976332	0,2979719
156,8000031	1,8986974	0,2813695	0,306228
156,8400116	1,8671526	0,2846061	0,2796476
156,8800049	1,8559886	0,2868432	0,2912626
156,9200134	1,7772515	0,2838888	0,2927063
156,9600067	1,9253789	0,2803563	0,2781156
157	1,8257385	0,2692381	0,2902981
157,0400085	1,8663176	0,2666743	0,2917566
157,0800018	1,8570074	0,2962251	0,2987714
157,1200104	1,8589987	0,289868	0,2871795
157,1600037	1,8558242	0,3187664	0,3087995
157,2000122	1,8493075	0,2790407	0,2710221
157,2400055	1,8496946	0,2930929	0,2964994
157,280014	1,9030459	0,2800415	0,2772992
157,3200073	1,8264208	0,2858133	0,281118
157,3600006	1,8549985	0,2902142	0,2923958
157,4000092	1,8495731	0,2822697	0,2829952
157,4400024	1,7842162	0,267985	0,2758332
157,480011	1,7543075	0,2774327	0,2779017
157,5200043	1,6988097	0,2787306	0,2893908
157,5600128	1,7733845	0,2788813	0,2892964
157,6000061	1,7840413	0,2834554	0,2780511
157,6400146	1,8234017	0,2651742	0,2640557
157,6800079	1,8133519	0,2639298	0,2588807
157,7200012	1,9474267	0,2628396	0,2612536
157,7600098	1,7964741	0,2761769	0,2739491
157,8000031	1,8321929	0,2654293	0,2747155
157,8400116	1,8588885	0,2522281	0,2604241
157,8800049	1,7902812	0,2471835	0,2600828
157,9200134	1,799565	0,2601145	0,2681514
157,9600067	1,7104765	0,2614746	0,2656983
158	1,7020454	0,25157	0,2547987
158,0400085	1,7062747	0,2624086	0,2581577
158,0800018	1,7179801	0,2671708	0,259282
158,1200104	1,7177525	0,271391	0,2693503
158,1600037	1,7737157	0,2796849	0,2719209
158,2000122	1,8105638	0,2624229	0,2652241
158,2400055	1,7695758	0,2774746	0,2743889
158,280014	1,7990141	0,2667173	0,2712901
158,3200073	1,7149973	0,2674528	0,2770863
158,3600006	1,7550174	0,2750507	0,2752956
158,4000092	1,7355827	0,2460078	0,2545793
158,4400024	1,7329377	0,266779	0,2649324
158,480011	1,7341232	0,2597038	0,2667675
158,5200043	1,7349039	0,2438339	0,274651
158,5600128	1,7001345	0,2550822	0,2793599
158,6000061	1,7732863	0,2519464	0,267093
158,6400146	1,8211805	0,2579388	0,2902215
158,6800079	1,8405386	0,2468409	0,2741898
158,7200012	1,8636223	0,2505901	0,2820857
158,7600098	1,8456956	0,2536404	0,265682
158,8000031	1,900424	0,2553362	0,2735849
158,8400116	1,910539	0,2643901	0,2795237
158,8800049	1,879805	0,2470315	0,2694461
158,9200134	1,893688	0,257099	0,2698857
158,9600067	1,9114364	0,2595549	0,2812641
159	1,8875686	0,2653802	0,2696452
159,0400085	1,8312978	0,2514755	0,2621664
159,0800018	1,8733661	0,2421293	0,2570229
159,1200104	1,9243895	0,2414603	0,2729445
159,1600037	1,9255669	0,2499876	0,27973
159,2000122	1,8926622	0,2441263	0,2649983
159,2400055	1,9895459	0,2572287	0,2740874
159,280014	1,8782853	0,2603458	0,2649819
159,3200073	1,9336298	0,2583972	0,2766017
159,3600006	1,8658388	0,2572134	0,2858786
159,4000092	1,8091912	0,2741054	0,2829916
159,4400024	1,7883087	0,2699592	0,2824877
159,480011	1,9141918	0,2506053	0,2804286
159,5200043	1,8589188	0,2667826	0,2813644
159,5600128	1,7815231	0,2685606	0,2781778
159,6000061	1,7668179	0,2832755	0,2727364
159,6400146	1,7095218	0,2798027	0,2760383
159,6800079	1,7542632	0,2720157	0,2674171
159,7200012	1,7341837	0,2812819	0,2702456
159,7600098	1,7666258	0,2776149	0,2720151
159,8000031	1,7815615	0,2613114	0,2611954
159,8400116	1,7614676	0,2648492	0,266757
159,8800049	1,7393162	0,2621469	0,261454
159,9200134	1,7442719	0,2578875	0,2779999
159,9600067	1,7204182	0,2477489	0,2651078
160	1,7726647	0,2556362	0,2684716
160,0400085	1,7726965	0,2435692	0,25559
160,0800018	1,8777792	0,2563061	0,2699279
160,1200104	1,9959859	0,26717	0,273423
160,1600037	1,9155225	0,265548	0,2659324
160,2000122	1,9356678	0,2524135	0,2650739
160,2400055	1,9626554	0,2629836	0,2686521
160,280014	1,9005388	0,2770308	0,275174
160,3200073	1,9170715	0,2770634	0,2802393
160,3600006	1,9596711	0,2508509	0,2590512
160,4000092	1,9848548	0,257307	0,2658425
160,4400024	1,9277614	0,2626046	0,2708195
160,480011	1,8958232	0,2595578	0,2747214
160,5200043	1,9202859	0,2562402	0,2568389
160,5600128	1,9888297	0,267096	0,2643171
160,6000061	1,9980223	0,2675208	0,2648917
160,6400146	1,9138851	0,2765084	0,2657075
160,6800079	1,9565173	0,258614	0,2636659
160,7200012	1,9564712	0,2768889	0,2753184
160,7600098	1,943374	0,2503713	0,266585
160,8000031	1,9799588	0,2587477	0,2506021
160,8400116	1,9808698	0,2591466	0,2547098
160,8800049	1,8826256	0,2594631	0,2689075
160,9200134	2,0209837	0,2637553	0,2672275
160,9600067	1,9644946	0,2699144	0,2595492
161,0000153	1,9914713	0,2530707	0,2490081
161,0400085	1,7906319	0,2613085	0,2641914
161,0800018	1,7766001	0,2501129	0,252716
161,1200104	1,7628012	0,2648256	0,2649657
161,1600037	1,7797265	0,2672938	0,2631502
161,2000122	1,6787158	0,2647693	0,2744934
161,2400055	1,7345841	0,2555538	0,2676854
161,280014	1,632246	0,2585894	0,2655798
161,3200073	1,6034821	0,2628717	0,2642172
161,3600006	1,5998923	0,2637182	0,2592317
161,4000092	1,5960827	0,2589706	0,2636479
161,4400024	1,6001283	0,2575457	0,2553653
161,480011	1,5861374	0,2665786	0,2697308
161,5200043	1,634318	0,2667037	0,2628447
161,5600128	1,6282232	0,2673825	0,2645755
161,6000061	1,6570632	0,2567722	0,2505166
161,6400146	1,6844586	0,2563183	0,255795
161,6800079	1,7060819	0,2471598	0,2568833
161,7200012	1,6618961	0,257783	0,2847498
161,7600098	1,7371068	0,2727582	0,2849505
161,8000031	1,6897804	0,2694257	0,2637564
161,8400116	1,6483974	0,2605326	0,2724777
161,8800049	1,6809356	0,2507418	0,271557
161,9200134	1,7100669	0,2612053	0,2707184
161,9600067	1,7090336	0,2583572	0,2727369
162,0000153	1,6754177	0,2603582	0,2635582
162,0400085	1,7492929	0,2483467	0,2525479
162,0800018	1,6955676	0,2453246	0,2453703
162,1200104	1,7415434	0,2483533	0,2482774
162,1600037	1,7263597	0,2458044	0,2454369
162,2000122	1,7312098	0,2426376	0,258235
162,2400055	1,7923665	0,2416058	0,2506901
162,280014	1,8126101	0,2381984	0,2673696
162,3200073	1,9077644	0,234428	0,2554629
162,3600006	1,9257829	0,2505417	0,2602311
162,4000092	1,8425065	0,2455483	0,2581139
162,4400024	1,7078542	0,252977	0,2566721
162,480011	1,8023045	0,2499949	0,2685558
162,5200043	1,8122596	0,2511921	0,2695479
162,5600128	1,8532828	0,2594059	0,2722095
162,6000061	1,878764	0,2626752	0,2714375
162,6400146	1,8450209	0,2492508	0,2648139
162,6800079	1,8214611	0,2525111	0,2678726
162,7200012	1,8334763	0,2399801	0,2470179
162,7600098	1,8526826	0,2515061	0,275219
162,8000031	1,7849052	0,2432441	0,2571428
162,8400116	1,8373417	0,2364384	0,2517267
162,8800049	1,7779275	0,2446331	0,2506782
162,9200134	1,7761818	0,239251	0,266695
162,9600067	1,7116085	0,2453103	0,2750006
163,0000153	1,7639502	0,2525133	0,2865782
163,0400085	1,8442479	0,2521403	0,2689959
163,0800018	1,8783708	0,2514591	0,2733811
163,1200104	1,7171688	0,2427558	0,2738105
163,1600037	1,7877092	0,2456983	0,273432
163,2000122	1,7707425	0,2424132	0,2709877
163,2400055	1,7877561	0,248262	0,2710685
163,280014	1,8369957	0,2412372	0,2672632
163,3200073	1,747543	0,2489888	0,2722982
163,3600006	1,6872934	0,2490231	0,2714305
163,4000092	1,6840242	0,2467644	0,269097
163,4400024	1,6123878	0,247448	0,2546092
163,480011	1,7387664	0,2439	0,2558283
163,5200043	1,7121433	0,2532	0,2722226
163,5600128	1,7046661	0,2501803	0,2616374
163,6000061	1,7665217	0,2609351	0,2759669
163,6400146	1,7837201	0,2516828	0,258156
163,6800079	1,761897	0,2491658	0,2544149
163,7200012	1,8234216	0,2505121	0,2625629
163,7600098	1,7571054	0,2433014	0,2649285
163,8000031	1,6635556	0,2481366	0,2538529
163,8400116	1,63404	0,244662	0,2560553
163,8800049	1,63103	0,2333845	0,2449902
163,9200134	1,5584934	0,2409758	0,2478797
163,9600067	1,5832189	0,2584855	0,2578219
164,0000153	1,6637125	0,2435051	0,2581583
164,0400085	1,6767675	0,2431301	0,2629994
164,0800018	1,6891855	0,2383696	0,2539069
164,1200104	1,6522629	0,2484413	0,2513377
164,1600037	1,6547209	0,2532534	0,2561859
164,2000122	1,6287028	0,2398583	0,2571275
164,2400055	1,6602275	0,2398261	0,2516557
164,280014	1,6217458	0,2437578	0,2657987
164,3200073	1,6199542	0,2322394	0,2671711
164,3600006	1,5977249	0,2356325	0,2702857
164,4000092	1,5706186	0,2377562	0,2758009
164,4400024	1,5718983	0,2407608	0,2838677
164,480011	1,6253968	0,23684	0,2696393
164,5200043	1,5653794	0,2414112	0,2800141
164,5600128	1,6279544	0,2433842	0,2579342
164,6000061	1,5505159	0,2415312	0,2659004
164,6400146	1,5965203	0,2470009	0,2601608
164,6800079	1,5281779	0,238863	0,2629499
164,7200012	1,5882916	0,2471556	0,2705742
164,7600098	1,5859523	0,2421967	0,256699
164,8000031	1,5156003	0,2446504	0,2592038
164,8400116	1,5693995	0,2365078	0,261864
164,8800049	1,5735186	0,2292974	0,2519912
164,9200134	1,5758042	0,2363326	0,251958
164,9600067	1,5165756	0,2303678	0,2485397
165,0000153	1,5478733	0,243327	0,2525384
165,0400085	1,569291	0,2469242	0,2680596
165,0800018	1,5687673	0,2357109	0,2532843
165,1200104	1,5897536	0,2487163	0,2596997
165,1600037	1,6623796	0,2552806	0,2741666
165,2000122	1,59337	0,25721	0,281003
165,2400055	1,5340892	0,246079	0,2696948
165,280014	1,6583219	0,2666706	0,2786398
165,3200073	1,5886146	0,2501291	0,2678361
165,3600006	1,6287997	0,2295547	0,2590263
165,4000092	1,5860293	0,2439802	0,2696714
165,4400024	1,5457631	0,2438707	0,2673619
165,480011	1,6461626	0,2489752	0,2766006
165,5200043	1,6539277	0,24756	0,2751243
165,5600128	1,6323218	0,2550959	0,2750452
165,6000061	1,7283781	0,2520293	0,2968223
165,6400146	1,7377572	0,260471	0,2828024
165,6800079	1,6701697	0,252415	0,291717
165,7200012	1,7419209	0,2439169	0,2984718
165,7600098	1,8137355	0,2484588	0,3040811
165,8000031	1,7563459	0,2575048	0,2843464
165,8400116	1,6858824	0,231647	0,2761693
165,8800049	1,7672873	0,2343016	0,2652197
165,9200134	1,6703858	0,2409396	0,2789444
165,9600067	1,8158659	0,249171	0,2692496
166,0000153	1,782882	0,2354591	0,2572934
166,0400085	1,7764038	0,2532689	0,2837008
166,0800018	1,7094803	0,2378216	0,2778056
166,1200104	1,6844877	0,2585193	0,2920689
166,1600037	1,830763	0,2359232	0,3021654
166,2000122	1,7261895	0,2457146	0,2844169
166,2400055	1,7440417	0,2635757	0,281959
166,280014	1,7418076	0,2413581	0,2810706
166,3200073	1,6754779	0,2454351	0,280149
166,3600006	1,635393	0,2492889	0,2824593
166,4000092	1,6857977	0,2435978	0,2842027
166,4400024	1,7877948	0,2376148	0,2789321
166,480011	1,7721167	0,2417088	0,286658
166,5200043	1,743821	0,2453449	0,2764192
166,5600128	1,7638521	0,2537648	0,2852736
166,6000061	1,7493732	0,2563917	0,290755
166,6400146	1,7558573	0,2634238	0,2820091
166,6800079	1,7229412	0,2548972	0,2736395
166,7200012	1,8042974	0,240953	0,2639541
166,7600098	1,8270061	0,261126	0,289884
166,8000031	1,7750611	0,2618484	0,2850126
166,8400116	1,6764153	0,259357	0,2701032
166,8800049	1,7381512	0,2539701	0,2691128
166,9200134	1,7460411	0,2516978	0,2795126
166,9600067	1,6479299	0,244264	0,2619902
167,0000153	1,5876981	0,2375079	0,267165
167,0400085	1,6671957	0,2261369	0,2551064
167,0800018	1,7264858	0,2350935	0,2638332
167,1200104	1,6605582	0,2298487	0,2548011
167,1600037	1,7616742	0,2329668	0,2736793
167,2000122	1,6880804	0,2433023	0,26593
167,2400055	1,7517767	0,228426	0,2607013
167,280014	1,7237704	0,2409208	0,2782116
167,3200073	1,7347946	0,2421685	0,2631051
167,3600006	1,7173821	0,2405027	0,2645588
167,4000092	1,7310017	0,2510606	0,2721852
167,4400024	1,7836696	0,2460195	0,2648755
167,480011	1,8026315	0,2320492	0,259789
167,5200043	1,7079654	0,2478952	0,2562851
167,5600128	1,7103468	0,2223895	0,2434627
167,6000061	1,7157722	0,2451357	0,2690327
167,6400146	1,6482339	0,2477078	0,2662919
167,6800079	1,594398	0,2376115	0,2704568
167,7200012	1,4874694	0,2202567	0,2506729
167,7600098	1,6138855	0,23195	0,2606636
167,8000031	1,6693115	0,2197037	0,2356635
167,8400116	1,6271129	0,2400143	0,2614676
167,8800049	1,7253636	0,2521386	0,2651507
167,9200134	1,8121353	0,2505739	0,2553144
167,9600067	1,768882	0,2494258	0,2565286
168,0000153	1,7952858	0,240224	0,2627469
168,0400085	1,8579121	0,2476302	0,267006
168,0800018	1,8333895	0,2433121	0,2572153
168,1200104	1,8423126	0,2383345	0,2435891
168,1600037	1,8033233	0,2545132	0,2662428
168,2000122	1,7529149	0,2437689	0,2630684
168,2400055	1,7601081	0,2488514	0,2693661
168,280014	1,7574359	0,2488764	0,2719373
168,3200073	1,7926741	0,2404551	0,2495731
168,3600006	1,7663673	0,2490808	0,2546336
168,4000092	1,7948123	0,2424873	0,2606615
168,4400024	1,8395269	0,2478723	0,2619293
168,480011	1,8709911	0,2427832	0,2524122
168,5200043	1,8515377	0,2492908	0,263025
168,5600128	1,8757203	0,2458767	0,2545106
168,6000061	1,8466505	0,2499091	0,2578887
168,6400146	1,7637014	0,240197	0,2423837
168,6800079	1,8262174	0,2362455	0,2590376
168,7200012	1,9224391	0,2421485	0,2604536
168,7600098	1,9418975	0,2451968	0,2653213
168,8000031	1,9416602	0,2489177	0,271158
168,8400116	1,999619	0,2327809	0,2519326
168,8800049	1,9168594	0,2513447	0,2623749
168,9200134	1,8243306	0,2503052	0,2640698
168,9600067	1,8036954	0,2448767	0,2615247
169,0000153	1,7747277	0,2380876	0,2681517
169,0400085	1,8168365	0,2349119	0,2569663
169,0800018	1,8608699	0,2412548	0,2639421
169,1200104	1,741496	0,2428139	0,2669723
169,1600037	1,8383216	0,2361304	0,2681023
169,2000122	1,8334881	0,2380458	0,2801609
169,2400055	1,8409362	0,2456997	0,2634435
169,280014	1,8038725	0,2427192	0,2661662
169,3200073	1,8191062	0,235306	0,2622117
169,3600006	1,8525796	0,2281445	0,2524846
169,4000092	1,8510385	0,2481822	0,2693297
169,4400024	1,9802845	0,2333022	0,2459831
169,480011	2,0700943	0,237711	0,2450262
169,5200043	2,071367	0,255782	0,2713902
169,5600128	2,0395482	0,25008	0,2690389
169,6000061	2,0952027	0,2437497	0,2788894
169,6400146	2,0821917	0,2483173	0,2762508
169,6800079	2,0025027	0,2505958	0,2812706
169,7200012	2,0329876	0,2503462	0,2884589
169,7600098	2,0101879	0,2509159	0,2710287
169,8000031	2,0105603	0,2597096	0,2837901
169,8400116	2,0275421	0,2494638	0,2641121
169,8800049	2,0114319	0,2529423	0,2636085
169,9200134	2,0014062	0,2322666	0,2656544
169,9600067	2,1095841	0,2408364	0,2579528
170,0000153	2,0555301	0,2475846	0,2657299
170,0400085	2,0352831	0,2499204	0,2698542
170,0800018	2,0889351	0,2391704	0,258765
170,1200104	2,1051722	0,250352	0,2711333
170,1600037	2,0804965	0,2551748	0,2650207
170,2000122	2,0441284	0,2568476	0,2687514
170,2400055	2,0198081	0,2699604	0,2807448
170,280014	2,0534363	0,2586073	0,278784
170,3200073	1,9839443	0,2703993	0,2976747
170,3600006	2,0462997	0,2540555	0,2937236
170,4000092	2,0427084	0,2455373	0,2776693
170,4400024	2,098372	0,2464913	0,276008
170,480011	2,0522988	0,2499207	0,2700888
170,5200043	2,0458784	0,2498969	0,2738024
170,5600128	2,0575798	0,2426652	0,2776133
170,6000061	2,0877378	0,2435694	0,2606958
170,6400146	2,0562141	0,2544286	0,2785647
170,6800079	2,0632882	0,2512824	0,2760802
170,7200012	2,0290699	0,2585046	0,274757
170,7600098	2,0112505	0,2520301	0,2770121
170,8000031	2,0301337	0,2542329	0,2797275
170,8400116	2,0590096	0,2490833	0,2707644
170,8800049	1,9981626	0,2456286	0,2714026
170,9200134	1,9419675	0,2448938	0,2607863
170,9600067	2,0402513	0,2456819	0,2580605
171,0000153	2,0157053	0,2464978	0,269306
171,0400085	1,9573368	0,2366377	0,2582826
171,0800018	2,040647	0,2336451	0,2533955
171,1200104	2,1249447	0,2282097	0,2471729
171,1600037	2,0005858	0,2421865	0,2575901
171,2000122	2,0283086	0,2444676	0,2640253
171,2400055	2,0470004	0,2321546	0,2524731
171,280014	2,0327663	0,2335237	0,2446436
171,3200073	2,0493751	0,2518694	0,2642081
171,3600006	2,0105057	0,2689849	0,2673286
171,4000092	2,0294597	0,252827	0,274527
171,4400024	2,0354776	0,2853392	0,2894225
171,480011	2,0447979	0,2598313	0,2900261
171,5200043	2,0447426	0,2572013	0,2784105
171,5600128	2,0760415	0,2468475	0,2689767
171,6000061	2,0381472	0,2472227	0,2712484
171,6400146	1,9969397	0,2558942	0,2649249
171,6800079	2,032063	0,2451632	0,2660256
171,7200012	2,0323191	0,2556649	0,2635763
171,7600098	2,0143466	0,2383759	0,2676529
171,8000031	2,0741863	0,2447042	0,2736034
171,8400116	2,1049957	0,2492535	0,2694376
171,8800049	2,1268442	0,2355408	0,2712246
171,9200134	2,1318123	0,2342068	0,2709274
171,9600067	2,0269012	0,2582513	0,2695283
172,0000153	2,0347266	0,2658113	0,2575637
172,0400085	2,0405855	0,2624504	0,266553
172,0800018	2,0355601	0,2572949	0,2728659
172,1200104	2,0942481	0,2620831	0,2849723
172,1600037	2,0303791	0,2497844	0,2725998
172,2000122	1,9977783	0,2596786	0,2821419
172,2400055	2,0340724	0,262181	0,2789117
172,280014	2,0381539	0,2560669	0,2667691
172,3200073	1,9233663	0,2582299	0,2597525
172,3600006	1,9321492	0,2493862	0,2647395
172,4000092	2,0881009	0,2374255	0,2603447
172,4400024	2,0287845	0,2511711	0,2610326
172,480011	1,9911559	0,2374211	0,2556371
172,5200043	1,9577823	0,2429196	0,26078
172,5600128	2,0822084	0,2452556	0,25439
172,6000061	2,0417809	0,2542419	0,2785225
172,6400146	2,0073137	0,2430877	0,2729454
172,6800079	2,034687	0,2630787	0,2852753
172,7200012	2,0295343	0,2394667	0,2676593
172,7600098	2,0165336	0,2504409	0,2649581
172,8000031	2,0139489	0,2437144	0,2642961
172,8400116	1,9987307	0,2469762	0,2551474
172,8800049	2,0244203	0,244918	0,2606552
172,9200134	2,0128624	0,2569852	0,2491569
172,9600067	2,0818377	0,2485999	0,2507682
173,0000153	2,033257	0,2493256	0,2561984
173,0400085	2,0543232	0,2412277	0,2645553
173,0800018	2,1206036	0,254411	0,2793902
173,1200104	2,087487	0,2563701	0,2720643
173,1600037	2,086663	0,2297689	0,2497028
173,2000122	1,9939854	0,2387533	0,2607497
173,2400055	2,127547	0,2362153	0,2638376
173,280014	2,0489101	0,2383472	0,2822581
173,3200073	2,0008428	0,2448595	0,2655241
