@TYPE	xy	xy	xy
@	subtitle	subtitle	subtitle
534,8800049	1,8007805	0,3043756	0,2864256
534,9200439	1,7938625	0,3022739	0,2835328
534,960022	1,7626446	0,3197061	0,2853979
535	1,852724	0,2940254	0,2710126
535,0400391	1,7718235	0,3198254	0,2927518
535,0800171	1,8376372	0,314203	0,2897105
535,1199951	1,7944179	0,3047535	0,2798231
535,1600342	1,771049	0,302068	0,2784182
535,2000122	1,7937384	0,3265145	0,2943684
535,2400513	1,7920957	0,3371652	0,3010146
535,2800293	1,7988087	0,3310295	0,290441
535,3200073	1,760433	0,3177894	0,2817801
535,3600464	1,7542534	0,3111295	0,2870727
535,4000244	1,7276902	0,3110594	0,2898555
535,4400024	1,7844746	0,3116502	0,2888319
535,4800415	1,7861738	0,3087335	0,2863297
535,5200195	1,7125127	0,3035415	0,2822444
535,5599976	1,7253373	0,3324095	0,3057305
535,6000366	1,6329269	0,316006	0,2891605
535,6400146	1,6797048	0,3038553	0,2760648
535,6800537	1,6862332	0,3247712	0,288726
535,7200317	1,712427	0,3008292	0,2868058
535,7600098	1,7121879	0,3270636	0,2965741
535,8000488	1,7337831	0,2833258	0,266021
535,8400269	1,7901931	0,2872809	0,2758437
535,8800049	1,8070663	0,2920518	0,2750925
535,9200439	1,7831078	0,3029993	0,2797609
535,960022	1,7363714	0,3407163	0,3056809
536	1,7822765	0,3337177	0,3051158
536,0400391	1,8023478	0,3277986	0,302609
536,0800171	1,8067367	0,327998	0,3039154
536,1199951	1,7672729	0,3276522	0,3006713
536,1600342	1,7648122	0,3070725	0,2869421
536,2000122	1,830886	0,3112695	0,2814251
536,2400513	1,7472124	0,3066514	0,2814206
536,2800293	1,7171048	0,3063917	0,2830367
536,3200073	1,7019162	0,3035614	0,2856432
536,3600464	1,7378021	0,3147448	0,2891651
536,4000244	1,6034585	0,3162484	0,2965859
536,4400024	1,5894581	0,3193093	0,3025637
536,4800415	1,6048665	0,3009642	0,2834659
536,5200195	1,5997725	0,322518	0,2980155
536,5599976	1,6023078	0,324499	0,3026035
536,6000366	1,7780406	0,3161983	0,299007
536,6400146	1,7773427	0,3273478	0,3003356
536,6800537	1,701435	0,3086948	0,2858185
536,7200317	1,6836203	0,3329038	0,3044394
536,7600098	1,6442734	0,3188813	0,2916525
536,8000488	1,6277844	0,3428368	0,3056448
536,8400269	1,5573404	0,3214931	0,2976478
536,8800049	1,6121446	0,3166811	0,2938209
536,9200439	1,584242	0,3324586	0,3003943
536,960022	1,5515399	0,3370086	0,3045817
537	1,4503616	0,3358716	0,3011854
537,0400391	1,4435679	0,3379604	0,2958487
537,0800171	1,4824617	0,3391973	0,3040245
537,1199951	1,4346447	0,3351872	0,2993825
537,1600342	1,4887899	0,3103745	0,2864827
537,2000122	1,5044491	0,3335378	0,2999337
537,2400513	1,5354712	0,3376551	0,2966801
537,2800293	1,36813	0,3172224	0,288188
537,3200073	1,5163263	0,314243	0,2925451
537,3600464	1,3916974	0,3538136	0,3095908
537,4000244	1,4375653	0,3278545	0,2920219
537,4400024	1,4823298	0,3215851	0,2974516
537,4800415	1,4200796	0,3326445	0,3033047
537,5200195	1,4322039	0,3242011	0,2956477
537,5599976	1,451107	0,3270735	0,2978545
537,6000366	1,5004879	0,3320666	0,3033741
537,6400146	1,4626964	0,319903	0,2968348
537,6800537	1,5358812	0,3239211	0,2956704
537,7200317	1,5318853	0,312916	0,2931056
537,7600098	1,4902055	0,3276849	0,2935897
537,8000488	1,5347584	0,3120747	0,2841935
537,8400269	1,5521246	0,3096311	0,29264
537,8800049	1,4512765	0,3116	0,2844484
537,9200439	1,5434046	0,30757	0,2776421
537,960022	1,6352599	0,3104813	0,285522
538	1,618484	0,314737	0,294563
538,0400391	1,5883129	0,3039242	0,2798525
538,0800171	1,5580498	0,3141049	0,2818019
538,1199951	1,5043558	0,3075489	0,2783682
538,1600342	1,47811	0,3099931	0,2814426
538,2000122	1,4646944	0,2953487	0,2770707
538,2400513	1,5184437	0,298317	0,2779129
538,2800293	1,4851226	0,2973862	0,2800299
538,3200073	1,5055094	0,3029702	0,2766508
538,3600464	1,4523864	0,2938108	0,2735631
538,4000244	1,4481356	0,3113963	0,280483
538,4400024	1,5456878	0,3053712	0,2760437
538,4800415	1,5766861	0,3053558	0,2758808
538,5200195	1,4948781	0,2886561	0,2673423
538,5599976	1,5068022	0,2940152	0,2715166
538,6000366	1,3703512	0,3159702	0,2827452
538,6400146	1,4255482	0,3096969	0,2805681
538,6800537	1,3183578	0,3085929	0,285262
538,7200317	1,346637	0,3190912	0,2886929
538,7600098	1,2914376	0,3061463	0,2805576
538,8000488	1,3923776	0,297653	0,273427
538,8400269	1,4142154	0,3217038	0,2858874
538,8800049	1,3484452	0,3043456	0,2754818
538,9200439	1,3360184	0,3138103	0,2813814
538,960022	1,3912667	0,3002799	0,2724073
539	1,4249053	0,2960936	0,2710663
539,0400391	1,5244033	0,2898148	0,2727551
539,0800171	1,4652689	0,3018794	0,2800426
539,1199951	1,4323701	0,3000595	0,2810351
539,1600342	1,4851333	0,3143362	0,2846256
539,2000122	1,3363608	0,3263705	0,292362
539,2400513	1,5152508	0,2994761	0,2753177
539,2800293	1,5692611	0,2875105	0,2736741
539,3200073	1,5628645	0,2962994	0,2716395
539,3600464	1,399254	0,3053889	0,2754107
539,4000244	1,3982154	0,298448	0,2760594
539,4400024	1,4196076	0,2886643	0,2670686
539,4800415	1,3945091	0,3069886	0,2766133
539,5200195	1,4285645	0,3144922	0,2864597
539,5599976	1,4496014	0,3041057	0,2814382
539,6000366	1,4897747	0,3069208	0,281491
539,6400146	1,4866219	0,3133846	0,2849055
539,6800537	1,4591811	0,3007062	0,2742803
539,7200317	1,4519697	0,3161272	0,2891824
539,7600098	1,4977235	0,3200654	0,2835866
539,8000488	1,5032246	0,3044391	0,2816921
539,8400269	1,4275403	0,3143366	0,2838718
539,8800049	1,4202321	0,3111877	0,2909651
539,9200439	1,5994676	0,2997	0,2712956
539,960022	1,5313587	0,3076833	0,2801097
540	1,5341461	0,289731	0,2679447
540,0400391	1,4641594	0,3089406	0,2863714
540,0800171	1,5013397	0,2948477	0,2677753
540,1200562	1,4721568	0,3101302	0,2817218
540,1600342	1,4419366	0,2862164	0,2688326
540,2000122	1,4624202	0,2954871	0,2755438
540,2400513	1,4161315	0,2922244	0,2764595
540,2800293	1,490397	0,2810821	0,2635239
540,3200073	1,4397777	0,3191199	0,2885912
540,3600464	1,5278049	0,3001927	0,2754717
540,4000244	1,5270166	0,3059342	0,2793206
540,4400024	1,3722172	0,3113843	0,277295
540,4800415	1,4851297	0,3047492	0,2785561
540,5200195	1,5623676	0,3047511	0,2835045
540,5599976	1,5539908	0,2848766	0,2809557
540,6000366	1,5987171	0,2922944	0,2747783
540,6400146	1,4864371	0,2911687	0,2694935
540,6800537	1,5417845	0,3063138	0,2794485
540,7200317	1,6150037	0,30078	0,2738343
540,7600098	1,4408121	0,3086571	0,284717
540,8000488	1,5141132	0,3146816	0,2815875
540,8400269	1,6824477	0,3289632	0,2901728
540,8800049	1,54079	0,3138347	0,2827588
540,9200439	1,5977404	0,3117761	0,2785273
540,960022	1,6318662	0,3200252	0,2832202
541	1,6436636	0,3143431	0,2816366
541,0400391	1,6485491	0,3077661	0,2761134
541,0800171	1,740888	0,3218998	0,2883483
541,1200562	1,6371191	0,29543	0,270035
541,1600342	1,6425385	0,2929838	0,2703589
541,2000122	1,6357244	0,3099266	0,2837308
541,2400513	1,6245548	0,2993008	0,2688939
541,2800293	1,6713078	0,2895366	0,2685803
541,3200073	1,555432	0,3121547	0,2826928
541,3600464	1,4210544	0,3061509	0,277206
541,4000244	1,534078	0,3047958	0,2779901
541,4400024	1,5289887	0,3257019	0,2880318
541,4800415	1,5320163	0,3068984	0,2829522
541,5200195	1,6331823	0,3260506	0,2923429
541,5599976	1,5294449	0,3143478	0,28533
541,6000366	1,4356017	0,3075023	0,2836485
541,6400146	1,4817311	0,307615	0,2856841
541,6800537	1,4971738	0,3122221	0,2846565
541,7200317	1,5307387	0,3037208	0,2786219
541,7600098	1,4902848	0,3030868	0,2801753
541,8000488	1,447278	0,3102356	0,2873384
541,8400269	1,3778069	0,3071471	0,2880172
541,8800049	1,3935227	0,3052492	0,2876168
541,9200439	1,4886587	0,3065852	0,2772669
541,960022	1,3267726	0,3294994	0,2952813
542	1,4524089	0,3253097	0,290138
542,0400391	1,4845232	0,3181744	0,2830662
542,0800171	1,4730858	0,2952849	0,2774054
542,1200562	1,4208263	0,3160542	0,2880464
542,1600342	1,4423862	0,3170225	0,2813043
542,2000122	1,3851463	0,311915	0,2877121
542,2400513	1,4473858	0,3169094	0,284925
542,2800293	1,4202467	0,3123556	0,2829661
542,3200073	1,390684	0,3205311	0,2907691
542,3600464	1,4322495	0,3240795	0,2917693
542,4000244	1,5142735	0,3124344	0,2814904
542,4400024	1,4526273	0,2998607	0,280005
542,4800415	1,4749407	0,299645	0,2748601
542,5200195	1,4730434	0,3084691	0,2815358
542,5599976	1,4392818	0,3055143	0,2810121
542,6000366	1,4820309	0,3064091	0,2793565
542,6400146	1,4012922	0,3028167	0,2826327
542,6800537	1,5309894	0,3301408	0,2882165
542,7200317	1,4084321	0,3245049	0,2902408
542,7600098	1,3894693	0,3163798	0,2898571
542,8000488	1,4523215	0,3123866	0,2869583
542,8400269	1,4888093	0,2938921	0,2720482
542,8800049	1,4100955	0,2979513	0,2790049
542,9200439	1,3863124	0,3038956	0,2776333
542,960022	1,3575014	0,298768	0,2795781
543	1,4457178	0,3081979	0,2852101
543,0400391	1,3782806	0,2921245	0,2743626
543,0800171	1,4301683	0,296005	0,2753657
543,1200562	1,3744494	0,2995372	0,2758946
543,1600342	1,5002559	0,299824	0,275596
543,2000122	1,4674911	0,3041798	0,278344
543,2400513	1,5002725	0,2929222	0,2746399
543,2800293	1,4537897	0,2867179	0,2734061
543,3200073	1,4475878	0,2824351	0,2713357
543,3600464	1,3979763	0,314049	0,2910713
543,4000244	1,4114025	0,3296326	0,2962123
543,4400024	1,3785698	0,2966542	0,2810203
543,4800415	1,4088745	0,2980068	0,2766065
543,5200195	1,3935405	0,313288	0,28526
543,5599976	1,4373934	0,3061596	0,2882335
543,6000366	1,4067063	0,3112718	0,2886688
543,6400146	1,5303941	0,3010612	0,2811573
543,6800537	1,4304706	0,3006857	0,2817262
543,7200317	1,3696135	0,3045062	0,2858202
543,7600098	1,3814547	0,3235477	0,2913675
543,8000488	1,4042826	0,3200309	0,2959525
543,8400269	1,3808025	0,3084471	0,2887389
543,8800049	1,4205827	0,3147967	0,2879748
543,9200439	1,4595841	0,3197075	0,2923763
543,960022	1,4989719	0,3108767	0,2876611
544	1,4509093	0,3215815	0,2942487
544,0400391	1,5834222	0,3165665	0,2892513
544,0800171	1,4851141	0,3215569	0,2896806
544,1200562	1,4941045	0,3113233	0,2811089
544,1600342	1,3990849	0,3163661	0,2915668
544,2000122	1,3594986	0,3096078	0,280593
544,2400513	1,4262308	0,3175232	0,2853737
544,2800293	1,3468477	0,3054691	0,2793248
544,3200073	1,4715251	0,2940876	0,2762826
544,3600464	1,4489317	0,2984548	0,2771278
544,4000244	1,4578574	0,2958739	0,2702075
544,4400024	1,4084784	0,2997744	0,281833
544,4800415	1,4360697	0,303816	0,2789854
544,5200195	1,4385654	0,3060484	0,2843008
544,5599976	1,4219438	0,3042814	0,2863936
544,6000366	1,4292196	0,2974591	0,288131
544,6400146	1,4184542	0,3028347	0,2816567
544,6800537	1,3791156	0,307211	0,2871978
544,7200317	1,4663016	0,3013423	0,2821702
544,7600098	1,4863278	0,3114953	0,2900373
544,8000488	1,4813142	0,3181826	0,2869886
544,8400269	1,413147	0,3099299	0,2850794
544,8800049	1,5392119	0,2974745	0,2727684
544,9200439	1,4575617	0,3014196	0,2814836
544,960022	1,4059807	0,3010172	0,2860792
545	1,4691155	0,3041379	0,2853785
545,0400391	1,4371268	0,3060759	0,296077
545,0800171	1,4343388	0,3006747	0,281738
545,1200562	1,46566	0,3093963	0,2840835
545,1600342	1,5063401	0,3017731	0,2766307
545,2000122	1,4250873	0,3095381	0,2890186
545,2400513	1,4797317	0,3152274	0,2876504
545,2800293	1,4368043	0,3059965	0,2909141
545,3200073	1,5664134	0,3196449	0,2933849
545,3600464	1,4588871	0,3037611	0,2849599
545,4000244	1,5681304	0,2924937	0,2818596
545,4400024	1,5306735	0,2872159	0,279575
545,4800415	1,4766698	0,3031513	0,2888966
545,5200195	1,560752	0,2985035	0,2862265
545,5599976	1,3913805	0,301223	0,2865283
545,6000366	1,4696146	0,3079766	0,2872445
545,6400146	1,4398186	0,3215354	0,2942181
545,6800537	1,4082475	0,3190925	0,2907905
545,7200317	1,4873118	0,3129427	0,2885307
545,7600098	1,4355185	0,3024972	0,2801942
545,8000488	1,5703187	0,3198052	0,2918153
545,8400269	1,5000638	0,3224812	0,289269
545,8800049	1,5049814	0,3137765	0,2884022
545,9200439	1,7312312	0,2958317	0,292351
545,960022	1,7005421	0,3165025	0,2949418
546	1,5468379	0,2874565	0,2855613
546,0400391	1,6330667	0,3000783	0,2943099
546,0800171	1,5802879	0,2994422	0,2919812
546,1200562	1,5993958	0,3036836	0,2880865
546,1600342	1,632727	0,3096384	0,2873781
546,2000122	1,4613311	0,2992584	0,2847969
546,2400513	1,4762628	0,3031472	0,2917404
546,2800293	1,4990556	0,3133576	0,2921155
546,3200073	1,6447948	0,3068787	0,2870657
546,3600464	1,5716349	0,3055325	0,2826183
546,4000244	1,5084158	0,2957727	0,2902826
546,4400024	1,4926355	0,3167937	0,2915862
546,4800415	1,4497811	0,3229847	0,288989
546,5200195	1,4779953	0,3048175	0,2934176
546,5599976	1,4852052	0,3070079	0,2795524
546,6000366	1,4508113	0,3005019	0,2791833
546,6400146	1,4219828	0,3216544	0,3008971
546,6800537	1,4970843	0,3077109	0,2908576
546,7200317	1,5102439	0,3007703	0,2927208
546,7600098	1,5508599	0,3040558	0,2935922
546,8000488	1,5378312	0,3027608	0,288061
546,8400269	1,524281	0,2978293	0,2869071
546,8800049	1,4608477	0,3089206	0,2985816
546,9200439	1,4391198	0,3381303	0,3083128
546,960022	1,4230578	0,3551742	0,3095899
547	1,4413677	0,3443437	0,3063235
547,0400391	1,3868761	0,3432034	0,308574
547,0800171	1,5171486	0,334328	0,2968164
547,1200562	1,452258	0,3569424	0,3156668
547,1600342	1,4808202	0,3590584	0,3169874
547,2000122	1,4442929	0,3444049	0,3114842
547,2400513	1,3911134	0,3617329	0,3123682
547,2800293	1,3755063	0,3551585	0,3097211
547,3200073	1,3791896	0,3492147	0,2999185
547,3600464	1,4147801	0,3465586	0,3048782
547,4000244	1,4279711	0,3500382	0,3020202
547,4400024	1,5851457	0,3659335	0,311085
547,4800415	1,6368654	0,3573654	0,3101681
547,5200195	1,6233816	0,3423456	0,3072241
547,5599976	1,7124308	0,3466567	0,3031756
547,6000366	1,5666761	0,3361346	0,305591
547,6400146	1,6220667	0,321806	0,2915784
547,6800537	1,4778122	0,3152705	0,290662
547,7200317	1,4848299	0,3134388	0,2887103
547,7600098	1,5412587	0,3049801	0,2859105
547,8000488	1,3316035	0,3262094	0,2970486
547,8400269	1,1936902	0,311937	0,2901905
547,8800049	1,23728	0,3240028	0,2986429
547,9200439	1,2079527	0,317263	0,2899075
547,960022	1,2872307	0,3149056	0,2881752
548	1,2932153	0,3080314	0,2857759
548,0400391	1,3191769	0,3115673	0,2842871
548,0800171	1,3531681	0,3103985	0,2835767
548,1200562	1,3270007	0,297985	0,2806208
548,1600342	1,3653286	0,3022079	0,2864726
548,2000122	1,1757735	0,3131408	0,2894906
548,2400513	1,1653756	0,3230384	0,2908018
548,2800293	1,1584786	0,3261323	0,2962255
548,3200073	1,1797603	0,3370706	0,3052612
548,3600464	1,1505725	0,3249533	0,2968901
548,4000244	0,925909	0,3416656	0,3170396
548,4400024	1,0199951	0,3224824	0,2920192
548,4800415	1,0363262	0,3138711	0,2919931
548,5200195	0,9145918	0,3204068	0,3055823
548,5599976	0,9113761	0,3017321	0,2888876
548,6000366	0,8319144	0,3166485	0,2951371
548,6400146	1,0075593	0,3134631	0,2947434
548,6800537	0,8981248	0,3136452	0,2903608
548,7200317	0,9289935	0,3011539	0,2859768
548,7600098	0,9502639	0,3027193	0,2854827
548,8000488	0,9430245	0,2994998	0,2867629
548,8400269	0,9501396	0,3028725	0,2907704
548,8800049	1,0157809	0,3153884	0,2963239
548,9200439	1,0303589	0,3128579	0,2899492
548,960022	1,1104207	0,3051552	0,2848077
549	0,9842584	0,2849101	0,2805659
549,0400391	1,0299921	0,3158331	0,2960748
549,0800171	1,1046323	0,3174383	0,2957217
549,1200562	1,1087188	0,3187751	0,2910526
549,1600342	1,0375124	0,3234013	0,3044154
549,2000122	1,0635202	0,2973613	0,2890601
549,2400513	1,1139885	0,3003735	0,2858791
549,2800293	1,1569059	0,2943242	0,2798118
549,3200073	1,249311	0,3043896	0,2972179
549,3600464	1,3392868	0,3033111	0,2886253
549,4000244	1,4175696	0,301001	0,2927168
549,4400024	1,4575094	0,3004059	0,2974971
549,4800415	1,3910404	0,3092309	0,296417
549,5200195	1,4628364	0,2938487	0,2833323
549,5599976	1,5209438	0,2921087	0,2881063
549,6000366	1,4767209	0,2859547	0,2775663
549,6400146	1,4857805	0,2892687	0,2781073
549,6800537	1,4160557	0,2983581	0,2803363
549,7200317	1,5408893	0,3044394	0,2834415
549,7600098	1,5318377	0,2894413	0,2718912
549,8000488	1,5264395	0,3291139	0,2954127
549,8400269	1,5220675	0,3181395	0,2897455
549,8800049	1,5813032	0,2966528	0,2740527
549,9200439	1,6009996	0,3116495	0,2891346
549,960022	1,5303497	0,3200276	0,2894931
550	1,5300716	0,3036674	0,2817661
550,0400391	1,5233518	0,3040469	0,2839783
550,0800171	1,7054996	0,3139601	0,2824178
550,1200562	1,7073044	0,2800082	0,2726385
550,1600342	1,8010916	0,3038011	0,280136
550,2000122	1,8592578	0,3050438	0,2806185
550,2400513	1,788406	0,3299666	0,2956232
550,2800293	1,6684184	0,321519	0,2855481
550,3200073	1,7143971	0,3228196	0,2888172
550,3600464	1,6950766	0,3206194	0,2868912
550,4000244	1,6718487	0,3048945	0,2787111
550,4400024	1,6329175	0,29867	0,2714534
550,4800415	1,6202384	0,3429891	0,3023763
550,5200195	1,6880056	0,3199623	0,2997826
550,5599976	1,7089776	0,3183317	0,2839446
550,6000366	1,6381294	0,3016925	0,2793068
550,6400146	1,6846141	0,3147331	0,2824502
550,6800537	1,6618881	0,3202649	0,2876579
550,7200317	1,5344151	0,3190072	0,285458
550,7600098	1,6158562	0,3176757	0,2821234
550,8000488	1,6696793	0,3084769	0,2753325
550,8400269	1,5962334	0,3190989	0,2772079
550,8800049	1,6015459	0,3310333	0,2871945
550,9200439	1,7775593	0,3064619	0,2750562
550,960022	1,6741569	0,3288247	0,2897645
551	1,6351619	0,3091391	0,2820783
551,0400391	1,6786858	0,3127535	0,2819548
551,0800171	1,6962465	0,3023371	0,2776573
551,1200562	1,7524277	0,3135042	0,2792732
551,1600342	1,7021755	0,3105188	0,2776733
551,2000122	1,7570204	0,2954841	0,2733187
551,2400513	1,678298	0,3117667	0,2845004
551,2800293	1,6962947	0,316253	0,2849721
551,3200073	1,6529499	0,2998899	0,2724753
551,3600464	1,6899551	0,3064865	0,283799
551,4000244	1,6595091	0,3116259	0,2815488
551,4400024	1,7029209	0,2849702	0,2727938
551,4800415	1,7187659	0,2879319	0,2719093
551,5200195	1,6374156	0,2847603	0,2746076
551,5599976	1,6572244	0,2829917	0,2768893
551,6000366	1,6269284	0,2881428	0,2787914
551,6400146	1,6662165	0,2957194	0,2724216
551,6800537	1,7017961	0,2833121	0,2737557
551,7200317	1,7047278	0,2888918	0,2724636
551,7600098	1,7310709	0,2851897	0,2690215
551,8000488	1,7899723	0,2911574	0,2718606
551,8400269	1,7711862	0,2915535	0,2794827
551,8800049	1,711218	0,3225217	0,2904558
551,9200439	1,7833844	0,3118829	0,2886572
551,960022	1,7358168	0,3264666	0,2893692
552	1,6898245	0,300646	0,2758694
552,0400391	1,7449841	0,3067228	0,2835161
552,0800171	1,7942946	0,3185893	0,2950462
552,1200562	1,7957383	0,3298402	0,2944159
552,1600342	1,7885543	0,3040317	0,2792884
552,2000122	1,8468825	0,3298613	0,3026202
552,2400513	1,793828	0,3255369	0,2964589
552,2800293	1,8392435	0,3191455	0,2878399
552,3200073	1,7901255	0,3244335	0,2905228
552,3600464	1,9461807	0,3178546	0,2872364
552,4000244	1,8849261	0,3084494	0,281702
552,4400024	1,9110783	0,3112163	0,2845413
552,4800415	1,8104681	0,3034119	0,2824737
552,5200195	1,9172437	0,3088051	0,2862729
552,5599976	1,9042349	0,3121499	0,2845329
552,6000366	1,8695443	0,3003258	0,2821217
552,6400146	1,9425944	0,3222149	0,2910695
552,6800537	1,8310016	0,3154833	0,2892812
552,7200317	1,8770738	0,2960198	0,276345
552,7600098	1,8042228	0,3177626	0,2883015
552,8000488	1,7869421	0,3279856	0,2924129
552,8400269	1,7858853	0,3118485	0,2893402
552,8800049	1,8602887	0,3170045	0,289166
552,9200439	1,9409262	0,3262541	0,2894346
552,960022	1,874091	0,3002335	0,2794461
553	1,9562927	0,2953484	0,2736754
553,0400391	1,968953	0,311838	0,2827946
553,0800171	1,9465996	0,3009963	0,2757875
553,1200562	1,9402132	0,313019	0,2871755
553,1600342	1,9504054	0,3094387	0,2838523
553,2000122	2,0266867	0,2946582	0,2734957
553,2400513	1,9239326	0,3219877	0,2870389
553,2800293	1,9732804	0,3184743	0,2876911
553,3200073	1,8680367	0,3146173	0,2814985
553,3600464	1,8751431	0,326759	0,291475
553,4000244	1,9231647	0,3275645	0,2940737
553,4400024	1,9582831	0,2947627	0,2818471
553,4800415	1,8759474	0,3065293	0,2803203
553,5200195	1,8704547	0,3136545	0,2875308
553,5599976	1,8459315	0,3104089	0,2839173
553,6000366	1,906441	0,309048	0,2889293
553,6400146	1,866819	0,3077367	0,2825147
553,6800537	1,7809507	0,2954634	0,2753531
553,7200317	1,7254077	0,3115996	0,2872098
553,7600098	1,804976	0,3087597	0,2854272
553,8000488	1,8249482	0,3146907	0,2876429
553,8400269	1,7932527	0,3236246	0,2870632
553,8800049	1,8411365	0,3205255	0,2858025
553,9200439	1,8435739	0,3229991	0,2882021
553,960022	1,8365726	0,3171584	0,2840357
554	1,8340889	0,3409736	0,2958468
554,0400391	1,8296989	0,3205191	0,2887276
554,0800171	1,9035336	0,337165	0,2933282
554,1200562	1,8729047	0,3241788	0,2931929
554,1600342	1,9138535	0,309209	0,2771123
554,2000122	1,8946661	0,3178749	0,2873712
554,2400513	1,8749145	0,31193	0,2797357
554,2800293	1,8247192	0,3038821	0,2760305
554,3200073	1,8556764	0,3190216	0,2846072
554,3600464	1,8800783	0,3317156	0,2996241
554,4000244	1,9048067	0,3155728	0,2927077
554,4400024	1,8136842	0,3161227	0,2896757
554,4800415	1,8370215	0,3258702	0,2896619
554,5200195	1,8453711	0,320654	0,2946327
554,5599976	1,9050734	0,3063948	0,2820683
554,6000366	1,8109218	0,3160639	0,2865945
554,6400146	1,8325707	0,3362356	0,2930894
554,6800537	1,7674295	0,3155727	0,2869227
554,7200317	1,783989	0,3020406	0,277356
554,7600098	1,8025209	0,3372839	0,3012661
554,8000488	1,7551099	0,3107921	0,2878222
554,8400269	1,7965549	0,316884	0,284238
554,8800049	1,750996	0,3117489	0,2827033
554,9200439	1,814057	0,310067	0,281565
554,960022	1,8491343	0,3113226	0,2800291
555	1,771908	0,3070928	0,2810204
555,0400391	1,841557	0,3278469	0,2959937
555,0800171	1,889129	0,3312536	0,2998693
555,1200562	1,9365424	0,3228146	0,2900805
555,1600342	1,9715401	0,301753	0,2862608
555,2000122	1,9586217	0,2899239	0,2716404
555,2400513	1,9178244	0,3051599	0,283666
555,2800293	1,961098	0,3047836	0,2838576
555,3200073	1,8953007	0,3050279	0,2840959
555,3600464	1,8801315	0,3147802	0,2807401
555,4000244	1,9569126	0,3184742	0,2874406
555,4400024	1,9920353	0,3103877	0,29024
555,4800415	1,9450966	0,3086303	0,2830267
555,5200195	2,0388799	0,3105949	0,2822117
555,5599976	1,955861	0,3266239	0,2889452
555,6000366	2,0015063	0,3212861	0,2944959
555,6400146	1,9649783	0,3134015	0,2902979
555,6800537	1,9061379	0,3085466	0,28176
555,7200317	1,9468279	0,3284527	0,2919658
555,7600098	1,8899297	0,3029183	0,2924021
555,8000488	1,852917	0,3262778	0,2970778
555,8400269	1,8211786	0,3488914	0,3014708
555,8800049	1,7389461	0,3381821	0,3051677
555,9200439	1,7631874	0,319833	0,3073626
555,960022	1,7154938	0,3379583	0,3123834
556	1,8794559	0,3348891	0,3069407
556,0400391	1,8068403	0,3219892	0,2948193
556,0800171	1,6408677	0,3291619	0,2935667
556,1200562	1,5676757	0,3427781	0,2969901
556,1600342	1,4773662	0,312771	0,28059
556,2000122	1,5314732	0,3205045	0,2841561
556,2400513	1,4915093	0,305523	0,2850458
556,2800293	1,5596282	0,3227981	0,2945282
556,3200073	1,5159086	0,326941	0,2953564
556,3600464	1,4155997	0,3229389	0,2924398
556,4000244	1,4029695	0,3098304	0,2808364
556,4400024	1,415765	0,3014758	0,2781578
556,4800415	1,2967198	0,3158259	0,2844931
556,5200195	1,2986094	0,3114178	0,2748939
556,5599976	1,2365658	0,3194644	0,283195
556,6000366	1,2343242	0,3053251	0,2817151
556,6400146	1,3314958	0,2996481	0,2760921
556,6800537	1,2674752	0,2813244	0,2656122
556,7200317	1,2557729	0,2713376	0,2605945
556,7600098	1,2403889	0,2761887	0,2637108
556,8000488	1,2633394	0,2964332	0,2702213
556,8400269	1,3933303	0,2795323	0,2680438
556,8800049	1,3619223	0,300677	0,2756211
556,9200439	1,2419853	0,3117488	0,2861187
556,960022	1,4611075	0,301252	0,2745253
557	1,3180341	0,2790349	0,2620659
557,0400391	1,348371	0,2740023	0,2612205
557,0800171	1,2672825	0,2750644	0,269344
557,1200562	1,2936406	0,2896193	0,2738512
557,1600342	1,2680231	0,3057418	0,2844478
557,2000122	1,4163811	0,3069932	0,2849041
557,2400513	1,4502041	0,3370232	0,3027932
557,2800293	1,4082344	0,3242077	0,290702
557,3200073	1,2887231	0,3221153	0,2905193
557,3600464	1,3863627	0,2978366	0,2794025
557,4000244	1,2207522	0,3235937	0,2974138
557,4400024	1,3604463	0,3315245	0,3050222
557,4800415	1,1952993	0,3236426	0,2898557
557,5200195	1,1038169	0,3090514	0,2762932
557,5599976	1,0038184	0,3447813	0,3032701
557,6000366	0,9292199	0,3345895	0,2957543
557,6400146	0,93711	0,3154697	0,2894823
557,6800537	0,8559217	0,296308	0,282836
557,7200317	0,84348	0,3171379	0,296851
557,7600098	0,8349816	0,3301906	0,2955877
557,8000488	0,8295028	0,3200919	0,2923332
557,8400269	0,785152	0,3318252	0,2959103
557,8800049	0,9027364	0,3291066	0,2923258
557,9200439	0,8048445	0,3220492	0,2851356
557,960022	0,7351165	0,330861	0,2914515
558	0,6950819	0,3369835	0,3019936
558,0400391	0,566169	0,3284692	0,2989902
558,0800171	0,5917376	0,3103286	0,2849264
558,1200562	0,6861095	0,3264775	0,2934463
558,1600342	0,6759452	0,3376757	0,3074185
558,2000122	0,601708	0,3160949	0,2907558
558,2400513	0,61988	0,3151392	0,2944984
558,2800293	0,6107092	0,3082852	0,2907549
558,3200073	0,6509925	0,3244079	0,2906567
558,3600464	0,6804284	0,3538562	0,3101122
558,4000244	0,6704373	0,319747	0,2898428
558,4400024	0,6661863	0,3016782	0,2874217
558,4800415	0,6881793	0,3030953	0,2830267
558,5200195	0,7384613	0,3362122	0,3055202
558,5599976	0,7150129	0,3275607	0,3013274
558,6000366	0,697955	0,3230903	0,2969406
