@TYPE	xy
@	subtitle
205,0800171	1,2940477
205,1200104	1,3136895
205,1600037	1,2786909
205,2000122	1,1839387
205,2400055	1,2261659
205,280014	1,1886041
205,3200073	1,166836
205,3600159	1,2353681
205,4000092	1,2397033
205,4400024	1,2507863
205,480011	1,1953077
205,5200043	1,2553964
205,5600128	1,274328
205,6000061	1,2658066
205,6400146	1,2856508
205,6800079	1,1899542
205,7200165	1,17329
205,7600098	1,2453012
205,8000031	1,2731962
205,8400116	1,2308459
205,8800049	1,2470084
205,9200134	1,200775
205,9600067	1,1469281
206,0000153	1,173108
206,0400085	1,2139028
206,0800171	1,1210252
206,1200104	1,1482896
206,1600037	1,2038246
206,2000122	1,191262
206,2400055	1,1989493
206,280014	1,1678171
206,3200073	1,163161
206,3600159	1,0904932
206,4000092	1,1311736
206,4400024	1,1452816
206,480011	1,1531059
206,5200043	1,097688
206,5600128	1,114215
206,6000061	1,1120321
206,6400146	1,124101
206,6800079	1,1604571
206,7200165	1,1185712
206,7600098	1,060008
206,8000031	1,1177064
206,8400116	1,1926645
206,8800049	1,2258571
206,9200134	1,135488
206,9600067	1,1396784
207,0000153	1,1427749
207,0400085	1,1647373
207,0800171	1,1463571
207,1200104	1,1120064
207,1600037	1,1487079
207,2000122	1,1690624
207,2400055	1,2648231
207,280014	1,3023788
207,3200073	1,2893765
207,3600159	1,3482729
207,4000092	1,4299536
207,4400024	1,4286309
207,480011	1,3664663
207,5200043	1,4173973
207,5600128	1,3156233
207,6000061	1,3358635
207,6400146	1,2338911
207,6800079	1,239877
207,7200165	1,1215332
207,7600098	1,1734256
207,8000031	1,1540487
207,8400116	1,2152272
207,8800049	1,3310485
207,9200134	1,2078183
207,9600067	1,1936836
208,0000153	1,1735969
208,0400085	1,1634157
208,0800171	1,2066984
208,1200104	1,2044828
208,1600037	1,1914426
208,2000122	1,2015934
208,2400055	1,2336668
208,280014	1,2124919
208,3200073	1,2448491
208,3600159	1,2759337
208,4000092	1,2226008
208,4400024	1,1630179
208,480011	1,218734
208,5200043	1,2253877
208,5600128	1,1671258
208,6000061	1,0946516
208,6400146	1,125108
208,6800079	1,0502059
208,7200165	1,1129714
208,7600098	1,0842016
208,8000031	1,0873641
208,8400116	1,1695485
208,8800049	1,1576009
208,9200134	1,025959
208,9600067	1,0974998
209,0000153	1,0984552
209,0400085	1,1298964
209,0800171	1,2715578
209,1200104	1,2232351
209,1600037	1,3008622
209,2000122	1,2368665
209,2400055	1,2932845
209,280014	1,2475551
209,3200073	1,2837725
209,3600159	1,3312737
209,4000092	1,2756901
209,4400024	1,2715329
209,480011	1,2312498
209,5200043	1,3626158
209,5600128	1,29632
209,6000061	1,1932105
209,6400146	1,2920008
209,6800079	1,2134315
209,7200165	1,2789987
209,7600098	1,2034811
209,8000031	1,2477217
209,8400116	1,2951581
209,8800049	1,3182249
209,9200134	1,257872
209,9600067	1,3150078
210,0000153	1,3870403
210,0400085	1,3826725
210,0800171	1,3905693
210,1200104	1,4145781
210,1600037	1,4017203
210,2000122	1,4527298
210,2400055	1,3643804
210,280014	1,3660345
210,3200073	1,435944
210,3600159	1,4125655
210,4000092	1,4211054
210,4400024	1,4143475
210,480011	1,3874707
210,5200043	1,508714
210,5600128	1,5495052
210,6000061	1,4974661
210,6400146	1,5217084
210,6800079	1,421643
210,7200165	1,3203263
210,7600098	1,3483235
210,8000031	1,3564762
210,8400116	1,315838
210,8800049	1,364278
210,9200134	1,3407445
210,9600067	1,4557145
211,0000153	1,3294193
211,0400085	1,3978059
211,0800171	1,4003897
211,1200104	1,3685933
211,1600037	1,3837528
211,2000122	1,4198567
211,2400055	1,4666338
211,280014	1,4916646
211,3200073	1,4766929
211,3600159	1,3864853
211,4000092	1,3436443
211,4400024	1,3661809
211,480011	1,3333201
211,5200043	1,2857337
211,5600128	1,3131007
211,6000061	1,2593216
211,6400146	1,3980479
211,6800079	1,4144477
211,7200165	1,4082408
211,7600098	1,3928592
211,8000031	1,333956
211,8400116	1,2733605
211,8800049	1,3662366
211,9200134	1,2572781
211,9600067	1,3016959
212,0000153	1,2582877
212,0400085	1,3580257
212,0800171	1,351724
212,1200104	1,2906375
212,1600037	1,3971429
212,2000122	1,4081662
212,2400055	1,459546
212,280014	1,307471
212,3200073	1,3166883
212,3600159	1,321682
212,4000092	1,1701707
212,4400177	1,3265154
212,480011	1,3840089
212,5200043	1,3467529
212,5600128	1,3417746
212,6000061	1,4095498
212,6400146	1,384186
212,6800079	1,327605
212,7200165	1,4306382
212,7600098	1,2998064
212,8000031	1,3542114
212,8400116	1,2308192
212,8800049	1,2224319
212,9200134	1,383186
212,9600067	1,2741041
213,0000153	1,3503368
213,0400085	1,2554204
213,0800171	1,2447256
213,1200104	1,3568671
213,1600037	1,4212949
213,2000122	1,5212977
213,2400055	1,497233
213,280014	1,4974003
213,3200073	1,4302275
213,3600159	1,4220091
213,4000092	1,4270557
213,4400177	1,3943983
213,480011	1,4476106
213,5200043	1,3873578
213,5600128	1,4216214
213,6000061	1,3876569
213,6400146	1,439316
213,6800079	1,6027216
213,7200165	1,6017433
213,7600098	1,6123904
213,8000031	1,5510032
213,8400116	1,6075581
213,8800049	1,6586362
213,9200134	1,5720066
213,9600067	1,5803032
214,0000153	1,5310137
214,0400085	1,5056288
214,0800171	1,4964235
214,1200104	1,5347492
214,1600037	1,502298
214,2000122	1,5790997
214,2400055	1,5101178
214,280014	1,4834515
214,3200073	1,4528185
214,3600159	1,4054961
214,4000092	1,4580495
214,4400177	1,4522934
214,480011	1,3992006
214,5200043	1,3991466
214,5600128	1,379297
214,6000061	1,4254662
214,6400146	1,4649115
214,6800079	1,4651232
214,7200165	1,5380435
214,7600098	1,5199732
214,8000031	1,5346166
214,8400116	1,6324083
214,8800049	1,5957174
214,9200134	1,6203643
214,9600067	1,5998681
215,0000153	1,7174584
215,0400085	1,6825731
215,0800171	1,719553
215,1200104	1,6942613
215,1600037	1,7087026
215,2000122	1,6316693
215,2400055	1,7003056
215,280014	1,6644915
215,3200073	1,4916681
215,3600159	1,4805363
215,4000092	1,5720661
215,4400177	1,5560352
215,480011	1,5739132
215,5200043	1,3766308
215,5600128	1,3795056
215,6000061	1,3505932
215,6400146	1,3889115
215,6800079	1,3975933
215,7200165	1,4247724
215,7600098	1,414766
215,8000031	1,3899858
215,8400116	1,4025946
215,8800049	1,3896614
215,9200134	1,3247397
215,9600067	1,4051733
216,0000153	1,3829576
216,0400085	1,4621304
216,0800171	1,4393393
216,1200104	1,4753768
216,1600037	1,4245343
216,2000122	1,4387432
216,2400055	1,3883555
216,280014	1,3923274
216,3200073	1,3313298
216,3600159	1,4349707
216,4000092	1,5706346
216,4400177	1,463142
216,480011	1,5433272
216,5200043	1,4851483
216,5600128	1,4456991
216,6000061	1,3863435
216,6400146	1,4330851
216,6800079	1,4661077
216,7200165	1,4792991
216,7600098	1,5457133
216,8000031	1,5303456
216,8400116	1,5220153
216,8800049	1,4876776
216,9200134	1,4241729
216,9600067	1,4749508
217,0000153	1,5241969
217,0400085	1,4953794
217,0800171	1,4058691
217,1200104	1,328647
217,1600037	1,4240948
217,2000122	1,2858872
217,2400055	1,3017583
217,280014	1,2715887
217,3200073	1,2805996
217,3600159	1,2298853
217,4000092	1,1679281
217,4400177	1,1555817
217,480011	1,1878093
217,5200043	1,2581443
217,5600128	1,2692578
217,6000061	1,3562664
217,6400146	1,347206
217,6800079	1,3296889
217,7200165	1,3052263
217,7600098	1,2614217
217,8000031	1,3004726
217,8400116	1,2933341
217,8800049	1,2837453
217,9200134	1,3973943
217,9600067	1,3459985
218,0000153	1,3255572
218,0400085	1,3021475
218,0800171	1,341525
218,1200104	1,3363231
218,1600037	1,2837402
218,2000122	1,2777966
218,2400055	1,3400323
218,280014	1,3340411
218,3200073	1,3554709
218,3600159	1,405542
218,4000092	1,3171396
218,4400177	1,2618836
218,480011	1,2888103
218,5200043	1,3403996
218,5600128	1,2580891
218,6000061	1,2572834
218,6400146	1,3303189
218,6800079	1,3358221
218,7200165	1,2915415
218,7600098	1,3473734
218,8000031	1,386111
218,8400116	1,4646996
218,8800049	1,3754338
218,9200134	1,2827418
218,9600067	1,2735699
219,0000153	1,361064
219,0400085	1,3638996
219,0800171	1,3964313
219,1200104	1,4150243
219,1600037	1,4759597
219,2000122	1,4059261
219,2400055	1,5140398
219,280014	1,3610916
219,3200073	1,3313607
219,3600159	1,3894069
219,4000092	1,4760405
219,4400177	1,364717
219,480011	1,5525043
219,5200043	1,5881429
219,5600128	1,5686994
219,6000061	1,6171821
219,6400146	1,5576022
219,6800079	1,6198769
219,7200165	1,5261517
219,7600098	1,5394341
219,8000031	1,6253461
219,8400116	1,684567
219,8800049	1,4957597
219,9200134	1,5062313
219,9600067	1,4653747
220,0000153	1,4607972
220,0400085	1,5140388
220,0800171	1,5290072
220,1200104	1,5187832
220,1600037	1,4788862
220,2000122	1,4574322
220,2400055	1,467465
220,280014	1,4815712
220,3200073	1,4594281
220,3600159	1,5295734
220,4000092	1,5866493
220,4400177	1,5831243
220,480011	1,4922016
220,5200043	1,4883549
220,5600128	1,3934237
220,6000061	1,3848799
220,6400146	1,4712448
220,6800079	1,3660785
220,7200165	1,4143217
220,7600098	1,3812515
220,8000031	1,379473
220,8400116	1,4131068
220,8800049	1,3535199
220,9200134	1,350549
220,9600067	1,3192043
221,0000153	1,3209767
221,0400085	1,3216733
221,0800171	1,3976377
221,1200104	1,3875637
221,1600037	1,2793202
221,2000122	1,3276902
221,2400055	1,3161732
221,280014	1,2725902
221,3200073	1,3724163
221,3600159	1,3544267
221,4000092	1,3276851
221,4400177	1,3896841
221,480011	1,4467041
221,5200043	1,3809537
221,5600128	1,315153
221,6000061	1,4671839
221,6400146	1,2300639
221,6800079	1,2806249
221,7200165	1,1625593
221,7600098	1,14261
221,8000031	1,1474766
221,8400116	1,1489639
221,8800049	1,1569902
221,9200134	1,1067411
221,9600067	1,2131363
222,0000153	1,1745896
222,0400085	1,1242266
222,0800171	1,1364242
222,1200104	1,0533472
222,1600037	1,1811533
222,2000122	1,0579123
222,2400055	1,1224024
222,280014	1,1598983
222,3200073	1,1802311
222,3600159	1,1788614
222,4000092	1,1522011
222,4400177	1,1776353
222,480011	1,0658475
222,5200043	1,1561866
222,5600128	1,3046056
222,6000061	1,2072463
222,6400146	1,1813287
222,6800079	1,1605887
222,7200165	1,1950796
222,7600098	1,1755779
222,8000031	1,3174739
222,8400116	1,2100719
222,8800049	1,2451261
222,9200134	1,2524379
222,9600067	1,1552114
223,0000153	1,2308489
223,0400085	1,232867
223,0800171	1,3242433
223,1200104	1,31569
223,1600037	1,2309054
223,2000122	1,2506516
223,2400055	1,2269758
223,280014	1,3172317
223,3200073	1,232751
223,3600159	1,285004
223,4000092	1,2148759
223,4400177	1,2666825
223,480011	1,2375283
223,5200043	1,2068571
223,5600128	1,1327591
223,6000061	1,1211464
223,6400146	1,229664
223,6800079	1,2689068
223,7200165	1,1864761
223,7600098	1,1627641
223,8000031	1,1536372
223,8400116	1,143554
223,8800049	1,0228593
223,9200134	1,086535
223,9600067	1,1667786
224,0000153	1,1769614
224,0400085	1,142436
224,0800171	1,1113816
224,1200104	1,1591291
224,1600037	1,1635404
224,2000122	1,1021065
224,2400055	1,2210201
224,280014	1,21875
224,3200073	1,1328174
224,3600159	1,2712884
224,4000092	1,2454536
224,4400177	1,2310418
224,480011	1,2814615
224,5200043	1,2801856
224,5600128	1,2208439
224,6000061	1,1327055
224,6400146	1,1178583
224,6800079	1,2450764
224,7200165	1,2750583
224,7600098	1,2981365
224,8000031	1,3061047
224,8400116	1,2035083
224,8800049	1,2161101
224,9200134	1,2478199
224,9600067	1,2631866
225,0000153	1,2567527
225,0400085	1,2160125
225,0800171	1,2330278
225,1200104	1,1796772
225,1600037	1,2911514
225,2000122	1,3393477
225,2400055	1,4099648
225,280014	1,3651952
225,3200073	1,3865467
225,3600159	1,2994419
225,4000092	1,3220719
225,4400177	1,3269706
225,480011	1,2597177
225,5200043	1,3847845
225,5600128	1,3760571
225,6000061	1,2318716
225,6400146	1,2807066
225,6800079	1,2502149
225,7200165	1,348479
225,7600098	1,3120513
225,8000183	1,2612845
225,8400116	1,3338619
225,8800049	1,3022289
225,9200134	1,279492
225,9600067	1,2629774
226,0000153	1,3304377
226,0400085	1,2270448
226,0800171	1,1731381
226,1200104	1,2272521
226,1600037	1,2650481
226,2000122	1,2008089
226,2400055	1,1084727
226,280014	1,2156733
226,3200073	1,1404825
226,3600159	1,210165
226,4000092	1,2144381
226,4400177	1,2474515
226,480011	1,2535362
226,5200043	1,2204132
226,5600128	1,2188784
226,6000061	1,2461386
226,6400146	1,2663267
226,6800079	1,3313026
226,7200165	1,2910953
226,7600098	1,3130126
226,8000183	1,3708788
226,8400116	1,3984518
226,8800049	1,3676648
226,9200134	1,4500643
226,9600067	1,3452914
227,0000153	1,3173479
227,0400085	1,4632084
227,0800171	1,4182827
227,1200104	1,3431969
227,1600037	1,2907451
227,2000122	1,2178074
227,2400055	1,1586753
227,280014	1,1508194
227,3200073	1,1906837
227,3600159	1,1021681
227,4000092	1,1477627
227,4400177	1,2581609
227,480011	1,1883937
227,5200043	1,1108469
227,5600128	1,165992
227,6000061	1,190327
227,6400146	1,3019691
227,6800079	1,1694797
227,7200165	1,1445974
227,7600098	1,2759523
227,8000183	1,2138994
227,8400116	1,2047986
227,8800049	1,1291006
227,9200134	1,2006447
227,9600067	1,2325317
228,0000153	1,3663543
228,0400085	1,3533142
228,0800171	1,2823937
228,1200104	1,3600348
228,1600037	1,3500881
228,2000122	1,4023458
228,2400055	1,366091
228,280014	1,2281126
228,3200073	1,2148813
228,3600159	1,2637026
228,4000092	1,2256472
228,4400177	1,2666322
228,480011	1,2169634
228,5200043	1,3062174
228,5600128	1,3081012
228,6000061	1,2581528
228,6400146	1,155763
228,6800079	1,1348788
228,7200165	0,980741
228,7600098	1,1250308
228,8000183	1,0980078
228,8400116	1,123742
228,8800049	1,064392
228,9200134	0,9890434
228,9600067	1,0227457
229,0000153	1,1430751
229,0400085	1,132917
229,0800171	1,0385804
229,1200104	1,0420614
229,1600037	1,0205569
229,2000122	1,080199
229,2400055	1,1504315
229,280014	1,0030775
229,3200073	1,0356848
229,3600159	1,0435294
229,4000092	1,1417083
229,4400177	1,2047272
229,480011	1,1416841
229,5200043	1,1639041
229,5600128	1,1730583
229,6000061	1,1792209
229,6400146	1,1804661
229,6800079	1,1414722
229,7200165	1,1592554
229,7600098	1,2224324
229,8000183	1,1386746
229,8400116	0,9934583
229,8800049	0,9989085
229,9200134	1,1291387
229,9600067	1,1407629
230,0000153	1,1642659
230,0400085	1,0961345
230,0800171	1,1862601
230,1200104	1,2664378
230,1600037	1,1449624
230,2000122	1,1168023
230,2400055	1,2095525
230,280014	1,1430513
230,3200073	1,1299827
230,3600159	1,2055935
230,4000092	1,2079428
230,4400177	1,2427564
230,480011	1,2008204
230,5200043	1,2543899
230,5600128	1,2126521
230,6000061	1,2061846
230,6400146	1,1698594
230,6800079	1,2298313
230,7200165	1,3399402
230,7600098	1,3134454
230,8000183	1,2910664
230,8400116	1,2435709
230,8800049	1,1917808
230,9200134	1,3052613
230,9600067	1,4147966
231,0000153	1,2271454
231,0400085	1,2954375
231,0800171	1,245631
231,1200104	1,2308905
231,1600037	1,1616749
231,2000122	1,2354014
231,2400055	1,1643268
231,280014	1,2333961
231,3200073	1,1847967
231,3600159	1,1442391
231,4000092	1,1899086
231,4400177	1,2675706
231,480011	1,2229208
231,5200043	1,2225677
231,5600128	1,1709031
231,6000061	1,1164451
231,6400146	1,1373724
231,6800079	1,0847903
231,7200165	0,9634749
231,7600098	1,0627548
231,8000183	1,0078785
231,8400116	1,1132536
231,8800049	1,0863948
231,9200134	1,0182853
231,9600067	0,9616829
232,0000153	1,1503453
232,0400085	1,1217791
232,0800171	1,1284956
232,1200104	1,063686
232,1600037	1,2068297
232,2000122	1,2496831
232,2400055	1,2538708
232,280014	1,23564
232,3200073	1,2415422
232,3600159	1,2105148
232,4000092	1,2877606
232,4400177	1,2386905
232,480011	1,3156713
232,5200043	1,2951905
232,5600128	1,3163285
232,6000061	1,2362314
232,6400146	1,2885249
232,6800079	1,2202241
232,7200165	1,2598503
232,7600098	1,3095148
232,8000183	1,3327655
232,8400116	1,2453551
232,8800049	1,2084025
232,9200134	1,1490235
232,9600067	1,111635
233,0000153	1,0781422
233,0400085	1,1201117
233,0800171	1,1117696
233,1200104	1,1969792
233,1600037	1,1401811
233,2000122	1,0942409
233,2400055	1,1322947
233,280014	1,1444085
233,3200073	1,1578035
233,3600159	1,205695
233,4000092	1,0611303
233,4400177	1,131927
233,480011	1,0952635
233,5200043	1,0755339
233,5600128	0,9581943
233,6000061	1,0859883
233,6400146	1,1411053
233,6800079	1,1464257
233,7200165	1,1710432
233,7600098	1,1148038
233,8000183	1,1748592
233,8400116	1,021952
233,8800049	1,0220604
233,9200134	0,9772767
233,9600067	1,0556904
234,0000153	1,1370056
234,0400085	1,1728874
234,0800171	1,1563284
234,1200104	1,0790132
234,1600037	1,1411933
234,2000122	1,1375433
234,2400055	1,1030991
234,280014	1,1878707
234,3200073	1,1292213
234,3600159	1,1931134
234,4000092	1,1345296
234,4400177	1,1023432
234,480011	1,0785153
234,5200043	1,0602754
234,5600128	1,1459873
234,6000061	1,1766896
234,6400146	1,1220468
234,6800079	1,1042901
234,7200165	1,0758935
234,7600098	1,042119
234,8000183	1,0086786
234,8400116	1,1061466
234,8800049	1,0007486
234,9200134	0,9792348
234,9600067	1,1223329
235,0000153	1,1012726
235,0400085	1,1161603
235,0800171	1,0197467
235,1200104	0,9945989
235,1600037	0,9240587
235,2000122	1,0301573
235,2400055	1,0236738
235,280014	0,9965782
235,3200073	1,2372155
235,3600159	1,1255617
235,4000092	1,1135622
235,4400177	1,1345659
235,480011	1,0322084
235,5200043	1,0698472
235,5600128	1,0387572
235,6000061	1,0850195
235,6400146	0,9714648
235,6800079	0,9690405
235,7200165	1,0725081
235,7600098	1,0908774
235,8000183	1,0964036
235,8400116	0,9572177
235,8800049	0,949764
235,9200134	0,9735067
235,9600067	0,8971447
236,0000153	0,8938233
236,0400085	0,9163299
236,0800171	0,8846689
236,1200104	0,8615265
236,1600037	0,8969915
236,2000122	0,8934521
236,2400055	0,9452978
236,280014	1,0128146
236,3200073	1,1254212
236,3600159	0,9914791
236,4000092	1,1251969
236,4400177	1,1606734
236,480011	1,2174119
236,5200043	1,017543
236,5600128	1,0241011
236,6000061	1,1380767
236,6400146	1,0883927
236,6800079	1,1338029
236,7200165	1,2028928
236,7600098	1,1549306
236,8000183	1,1889027
236,8400116	1,040471
236,8800049	1,1236207
236,9200134	1,1146629
236,9600067	1,0874244
237,0000153	1,037758
237,0400085	1,0530453
237,0800171	1,032775
237,1200104	0,9874656
237,1600037	0,8585531
237,2000122	0,9027895
237,2400055	0,933227
237,280014	0,9136348
237,3200073	1,0093503
237,3600159	0,922774
237,4000092	0,8416416
237,4400177	0,9183627
237,480011	1,022597
237,5200043	1,0085616
237,5600128	0,9688837
237,6000061	0,984067
237,6400146	1,0111347
237,6800079	1,0977322
237,7200165	1,0015292
237,7600098	0,9905602
237,8000183	1,0066806
237,8400116	0,9960979
237,8800049	0,9869395
237,9200134	0,9870588
237,9600067	0,9434353
238,0000153	0,9715049
238,0400085	0,9837439
238,0800171	0,9269472
238,1200104	0,994635
238,1600189	1,0351223
238,2000122	1,0715503
238,2400055	1,0760535
238,280014	1,0034949
238,3200073	1,147294
238,3600159	1,0838492
238,4000092	1,0589052
238,4400177	1,078045
238,480011	1,0776172
238,5200043	1,0591949
238,5600128	0,9821509
238,6000061	1,0098543
238,6400146	1,0059174
238,6800079	1,0608232
238,7200165	1,0989594
238,7600098	1,0076764
238,8000183	0,9920057
238,8400116	1,0612702
238,8800049	1,1393746
238,9200134	1,1243263
238,9600067	1,121563
239,0000153	1,0760404
239,0400085	1,1311111
239,0800171	1,1080668
239,1200104	1,0660633
239,1600189	1,008386
239,2000122	1,1129307
239,2400055	1,1191444
239,280014	1,2976059
239,3200073	1,2539903
239,3600159	1,219075
239,4000092	1,2256802
239,4400177	1,2017934
239,480011	1,3254614
239,5200043	1,3627329
239,5600128	1,1853207
239,6000061	1,2065562
239,6400146	1,1985669
239,6800079	1,2085665
239,7200165	1,2471583
239,7600098	1,2357185
239,8000183	1,182632
239,8400116	1,2465696
239,8800049	1,2590222
239,9200134	1,3025634
239,9600067	1,3077551
240,0000153	1,23769
240,0400085	1,1896795
240,0800171	1,2810248
240,1200104	1,2204272
240,1600189	1,1109929
240,2000122	1,1317346
240,2400055	1,1524615
240,280014	1,1658454
240,3200073	1,230866
240,3600159	1,148533
240,4000092	1,1925039
240,4400177	1,143371
240,480011	1,0994501
240,5200043	1,1955394
240,5600128	1,1543843
240,6000061	1,1565216
240,6400146	1,1222717
240,6800079	1,0966299
240,7200165	1,0704325
240,7600098	1,2228293
240,8000183	1,2131721
240,8400116	1,2065209
240,8800049	1,2147217
240,9200134	1,1532338
240,9600067	1,2200028
241,0000153	1,3008536
241,0400085	1,2460761
241,0800171	1,1583924
241,1200104	1,2077237
241,1600189	1,1001683
241,2000122	1,2804273
241,2400055	1,261663
241,280014	1,174475
241,3200073	1,098124
241,3600159	1,1688834
241,4000092	1,2652323
241,4400177	1,2625482
241,480011	1,291797
241,5200043	1,2789843
241,5600128	1,2212111
241,6000061	1,1286972
241,6400146	1,2391016
241,6800079	1,1826694
241,7200165	1,2294749
241,7600098	1,1931052
241,8000183	1,1824232
241,8400116	1,1521707
241,8800049	1,2381494
241,9200134	1,1664561
241,9600067	1,2012877
242,0000153	1,2529784
242,0400085	1,1264642
242,0800171	1,1898036
242,1200104	1,1438533
242,1600189	1,1857088
242,2000122	1,1088569
242,2400055	1,184148
242,280014	1,2433354
242,3200073	1,2580905
242,3600159	1,1385629
242,4000092	1,2210091
242,4400177	1,1758746
242,480011	1,2154047
242,5200043	1,2622894
242,5600128	1,2449441
242,6000061	1,2390507
242,6400146	1,1638882
242,6800079	1,1223092
242,7200165	1,2186401
242,7600098	1,3521434
242,8000183	1,2841668
242,8400116	1,2900318
242,8800049	1,3129588
242,9200134	1,3274246
242,9600067	1,3993337
243,0000153	1,3284224
243,0400085	1,1416541
243,0800171	1,1154023
243,1200104	1,2609012
243,1600189	1,3527033
243,2000122	1,2304511
243,2400055	1,2070937
243,280014	1,1885465
243,3200073	1,2856268
243,3600159	1,3110292
243,4000092	1,262374
243,4400177	1,2322636
243,480011	1,134444
243,5200043	1,1758163
243,5600128	1,1546485
243,6000061	1,250389
243,6400146	1,2810236
243,6800079	1,4208648
243,7200165	1,2832758
243,7600098	1,2635033
243,8000183	1,4102105
243,8400116	1,3547572
243,8800049	1,3462468
243,9200134	1,3817304
243,9600067	1,4538656
244,0000153	1,3328308
244,0400085	1,4316128
244,0800171	1,3206986
244,1200104	1,2507699
244,1600189	1,3177717
244,2000122	1,3360454
244,2400055	1,3930521
244,280014	1,3565712
244,3200073	1,4160506
244,3600159	1,3582076
244,4000092	1,2118647
244,4400177	1,1757029
244,480011	1,1699176
244,5200043	1,1869087
244,5600128	1,2562094
244,6000061	1,2266189
244,6400146	1,2755958
244,6800079	1,3076129
244,7200165	1,2719035
244,7600098	1,2160399
244,8000183	1,2503908
244,8400116	1,2587191
244,8800049	1,2220643
244,9200134	1,2090157
244,9600067	1,1598573
245,0000153	1,1715977
245,0400085	1,2164477
245,0800171	1,1675113
245,1200104	1,2876744
245,1600189	1,2728413
245,2000122	1,3754107
245,2400055	1,4199175
245,280014	1,3817891
245,3200073	1,4038566
245,3600159	1,3257859
245,4000092	1,2646284
245,4400177	1,2967246
245,480011	1,2524338
245,5200043	1,2116407
245,5600128	1,30176
245,6000061	1,2292169
245,6400146	1,3804749
245,6800079	1,2716707
245,7200165	1,3636549
245,7600098	1,4326104
245,8000183	1,4593568
245,8400116	1,4103084
245,8800049	1,4228965
245,9200134	1,4615217
245,9600067	1,4036223
246,0000153	1,2839874
246,0400085	1,3202827
246,0800171	1,3680475
246,1200104	1,3672001
246,1600189	1,3429965
246,2000122	1,2763374
246,2400055	1,3983126
246,280014	1,3595073
246,3200073	1,4651299
246,3600159	1,3980199
246,4000092	1,4218687
246,4400177	1,3416786
246,480011	1,2942317
246,5200043	1,3522331
246,5600128	1,3672199
246,6000061	1,3176659
246,6400146	1,2399774
246,6800079	1,2328453
246,7200165	1,2601326
246,7600098	1,2530235
246,8000183	1,2171894
246,8400116	1,2785288
246,8800049	1,3248603
246,9200134	1,1983399
246,9600067	1,1751126
247,0000153	1,2182248
247,0400085	1,2456964
247,0800171	1,2837259
247,1200104	1,2776408
247,1600189	1,3591611
247,2000122	1,339525
247,2400055	1,362825
247,280014	1,3004878
247,3200073	1,2653825
247,3600159	1,254205
247,4000092	1,2225815
247,4400177	1,2954216
247,480011	1,3303903
247,5200043	1,3758684
247,5600128	1,310757
247,6000061	1,252659
247,6400146	1,2331014
247,6800079	1,2671888
247,7200165	1,3312732
247,7600098	1,3143648
247,8000183	1,3467784
247,8400116	1,2998512
247,8800049	1,2358534
247,9200134	1,2554952
247,9600067	1,3610826
248,0000153	1,3265891
248,0400085	1,3177408
248,0800171	1,3845923
248,1200104	1,2350277
248,1600189	1,3243366
248,2000122	1,2932009
248,2400055	1,20231
248,280014	1,3139311
248,3200073	1,2670654
248,3600159	1,2927338
248,4000092	1,355176
248,4400177	1,2540156
248,480011	1,2823554
248,5200043	1,2441622
248,5600128	1,3040791
248,6000061	1,2418554
248,6400146	1,2266755
248,6800079	1,1170607
248,7200165	1,0804279
248,7600098	1,1248372
248,8000183	1,139343
248,8400116	1,0138617
248,8800049	1,0739597
248,9200134	1,0257727
248,9600067	0,9349319
249,0000153	1,0209913
249,0400085	1,0955561
249,0800171	1,0292691
249,1200104	1,1267908
249,1600189	1,1854274
249,2000122	1,1376582
249,2400055	1,1452196
249,280014	1,0771265
249,3200073	1,0148489
249,3600159	1,1276729
249,4000092	1,0251453
249,4400177	1,0893556
249,480011	1,1118889
249,5200043	1,0770018
249,5600128	1,1100765
249,6000061	1,2199948
249,6400146	1,1932762
249,6800079	1,1903298
249,7200165	1,1310138
249,7600098	1,2369651
249,8000183	1,2492605
249,8400116	1,1788671
249,8800049	1,1885775
249,9200134	1,1577902
249,9600067	1,1120838
250,0000153	1,0731671
250,0400085	1,1262861
250,0800171	1,0127578
250,1200104	1,0388081
250,1600189	1,1215109
250,2000122	0,9775929
250,2400055	1,0896976
250,280014	1,1572621
250,3200073	1,0550992
250,3600159	1,0452857
250,4000092	1,0942305
250,4400177	1,1351552
250,480011	1,1092644
250,5200043	1,1723561
250,5600128	1,2033548
250,6000061	1,1172842
250,6400146	1,0526184
250,6800079	1,0512842
250,7200165	1,1240058
250,7600098	1,1354856
250,8000183	1,0897882
250,8400116	1,171082
250,8800049	1,0456539
250,9200134	1,0895075
250,9600067	1,0210776
251,0000153	0,9794312
251,0400085	1,1040751
251,0800171	1,1486939
251,1200104	1,1938535
251,1600189	1,1817437
251,2000122	1,2059226
251,2400055	1,1175236
251,280014	1,0767784
251,3200073	1,1094451
251,3600159	1,1112198
251,4000092	1,0469086
251,4400177	1,05495
251,480011	1,0485491
251,5200195	1,0368823
251,5600128	1,0481936
251,6000061	1,1956096
251,6400146	1,1879148
251,6800079	1,1932555
251,7200165	1,299498
251,7600098	1,2601012
251,8000183	1,1200585
251,8400116	1,0110029
251,8800049	1,1017518
251,9200134	1,0574846
251,9600067	0,9884798
252,0000153	1,0559664
252,0400085	1,0873142
252,0800171	1,1028554
252,1200104	1,1515431
252,1600189	1,121953
252,2000122	1,1058021
252,2400055	1,1007582
252,280014	1,1688205
252,3200073	1,0815525
252,3600159	0,9749888
