@TYPE	VH+VL	VH	VL	CD20
@	R228E	R228E	R228E	R228E
12,4800005	0,1418281	0,1365131	0,1075768	0,1508947
12,5200005	0,1249564	0,1291729	0,1005608	0,1198206
12,5600004	0,1258555	0,1320949	0,0871168	0,1228263
12,6000004	0,1506725	0,1413315	0,1061446	0,1065312
12,6400003	0,1396137	0,1364388	0,0966293	0,1153782
12,6800003	0,1161324	0,1108556	0,0965293	0,1179382
12,7200003	0,1359835	0,1422739	0,0974239	0,1153409
12,7600002	0,1377332	0,1344014	0,1097795	0,1249933
12,8000002	0,1396003	0,1477374	0,0994845	0,1279195
12,8400002	0,1430346	0,1547627	0,0987222	0,1295295
12,8800011	0,1371443	0,1343249	0,1099353	0,1210797
12,920001	0,1248162	0,1134792	0,1197794	0,1157652
12,960001	0,1332345	0,1316422	0,1069365	0,1220708
13,000001	0,1374908	0,1275493	0,112295	0,1077773
13,0400009	0,1356017	0,1175852	0,0998944	0,1096775
13,0800009	0,1326785	0,1262098	0,1044701	0,1140437
13,1200008	0,1295808	0,1287951	0,1029648	0,1198027
13,1600008	0,1456282	0,1277183	0,1061206	0,1218625
13,2000008	0,1360971	0,1246493	0,1003888	0,1112721
13,2400007	0,1432912	0,1103797	0,1139654	0,1262764
13,2800007	0,121796	0,112445	0,0937923	0,1135029
13,3200006	0,1389593	0,1350254	0,0954123	0,1127576
13,3600006	0,1398795	0,1395781	0,1128619	0,1101405
13,4000006	0,1437688	0,124165	0,1156812	0,1031614
13,4400005	0,1513935	0,1431562	0,0943284	0,1106686
13,4800005	0,145663	0,1440247	0,1160848	0,1074404
13,5200005	0,160366	0,1619663	0,1057592	0,1036798
13,5600004	0,1486315	0,1320617	0,1096765	0,1306384
13,6000004	0,1436803	0,1402657	0,0910626	0,1136496
13,6400003	0,1354297	0,1413865	0,0926236	0,1155051
13,6800003	0,1325968	0,1228757	0,0993902	0,1259027
13,7200003	0,1436203	0,1477881	0,0929954	0,1273278
13,7600002	0,1400803	0,138188	0,0924187	0,1054118
13,8000002	0,138775	0,1256587	0,0960467	0,1044672
13,8400011	0,1484613	0,1296358	0,1054033	0,1139357
13,8800011	0,1384532	0,1331004	0,1057758	0,1232809
13,920001	0,1442103	0,1385815	0,0982094	0,1128558
13,960001	0,145387	0,1258623	0,1114807	0,1259608
14,000001	0,1565977	0,156883	0,1107882	0,1285539
14,0400009	0,1694156	0,1430788	0,1067212	0,1302551
14,0800009	0,1690409	0,1416082	0,1080088	0,1406275
14,1200008	0,1522306	0,139005	0,1092485	0,1357885
14,1600008	0,1354247	0,1269938	0,1079954	0,1280112
14,2000008	0,1602278	0,1529779	0,1153022	0,1349068
14,2400007	0,1514644	0,1412335	0,1099362	0,1334672
14,2800007	0,150684	0,1359534	0,1165734	0,1327831
14,3200006	0,1417367	0,1374886	0,1080199	0,1388228
14,3600006	0,1297925	0,1212673	0,0992974	0,1405731
14,4000006	0,138542	0,1125535	0,1051967	0,1218814
14,4400005	0,1293658	0,1097976	0,1034148	0,1263428
14,4800005	0,1599225	0,1208704	0,1239715	0,1315827
14,5200005	0,1272009	0,1211935	0,0975013	0,1346696
14,5600004	0,1443046	0,1244702	0,1064041	0,1468821
14,6000004	0,1344757	0,1124715	0,1202953	0,1514799
14,6400003	0,1317375	0,1220327	0,0971537	0,1512978
14,6800003	0,1387583	0,1155747	0,1071072	0,1509188
14,7200003	0,1282794	0,1136556	0,099819	0,1448085
14,7600002	0,1486121	0,1334253	0,1048754	0,1328095
14,8000011	0,1423282	0,1202129	0,1059962	0,1280692
14,8400011	0,1439721	0,1322104	0,1067273	0,1381312
14,8800011	0,1305636	0,114956	0,1006668	0,163304
14,920001	0,1252443	0,1120218	0,1058544	0,1442674
14,960001	0,1444782	0,1427046	0,1146046	0,1485998
15,000001	0,1222417	0,1131035	0,1025991	0,1456836
15,0400009	0,1402793	0,1336284	0,0968467	0,13397
15,0800009	0,1193511	0,1237316	0,1004009	0,131562
15,1200008	0,1109544	0,1196602	0,089882	0,1324954
15,1600008	0,1144215	0,1058284	0,0979766	0,1284512
