@TYPE	VH+VL	VH	VL	CD20
@	D99N	D99N	D99N	D99N
18,1600018	0,1696099	0,1609056	0,1143766	0,1013508
18,2000008	0,1499618	0,1534049	0,1159053	0,1100467
18,2400017	0,1608899	0,1533074	0,1286494	0,0905467
18,2800007	0,1664331	0,1542585	0,1313677	0,1125208
18,3200016	0,1537763	0,1478634	0,1092614	0,1114386
18,3600006	0,1739421	0,1534232	0,1529252	0,1138229
18,4000015	0,1635341	0,1430188	0,1459909	0,1071492
18,4400005	0,1651422	0,1478188	0,1297653	0,1023422
18,4800014	0,1554102	0,1516441	0,1312301	0,110913
18,5200005	0,1582677	0,1479775	0,1370828	0,0905823
18,5600014	0,1601215	0,1446419	0,138819	0,1072706
18,6000004	0,1514643	0,138582	0,1241208	0,0957609
18,6400013	0,1583949	0,1575887	0,1132765	0,1064931
18,6800003	0,1637288	0,1676319	0,1366401	0,1075326
18,7200012	0,1511327	0,1531666	0,1226896	0,1080952
18,7600002	0,1645232	0,1712163	0,1378273	0,1172403
