@TYPE	VH+VL	VH	VL	CD20
@	Y107A	Y107A	Y107A	Y107A
13,6800003	0,1447011	0,1249247	0,1238807	0,1288473
13,7200003	0,1580085	0,1282035	0,1379712	0,115346
13,7600002	0,1405102	0,1262369	0,1174081	0,0988708
13,8000002	0,1632434	0,130115	0,1495293	0,1060962
13,8400011	0,1376874	0,1130405	0,1185795	0,109401
13,8800011	0,1480472	0,1154484	0,1331798	0,1029083
13,920001	0,1536678	0,1140566	0,1207339	0,1049311
13,960001	0,1442306	0,0986532	0,1257672	0,1028577
14,000001	0,1445262	0,1148683	0,1152125	0,0976343
14,0400009	0,118265	0,0930707	0,1196945	0,1032087
14,0800009	0,1640916	0,1164907	0,1397354	0,0873943
14,1200008	0,1428563	0,1145197	0,1405508	0,0930482
14,1600008	0,132667	0,1081109	0,1246233	0,089565
14,2000008	0,1280502	0,1077948	0,1278035	0,0983784
14,2400007	0,1345812	0,1090299	0,1244251	0,1107473
14,2800007	0,1583598	0,10774	0,1539492	0,1173843
14,3200006	0,161952	0,1129036	0,1501457	0,116901
14,3600006	0,1543387	0,1233963	0,1117759	0,1044103
14,4000006	0,1590071	0,1591609	0,1298295	0,1050415
14,4400005	0,1594089	0,1462007	0,1390274	0,1071387
14,4800005	0,1354876	0,1267662	0,1067769	0,1091368
14,5200005	0,1235249	0,1175932	0,1174434	0,1292232
14,5600004	0,1304814	0,1279599	0,1155292	0,1139416
14,6000004	0,1416469	0,1290699	0,1336794	0,1136608
14,6400003	0,1484327	0,1074971	0,1477434	0,1162259
14,6800003	0,1374118	0,1160855	0,1349756	0,1226973
14,7200003	0,1274596	0,1030236	0,1314492	0,1230719
14,7600002	0,1406635	0,1226164	0,1300826	0,1317719
14,8000011	0,1414039	0,115025	0,142378	0,1128502
14,8400011	0,1407709	0,1297604	0,1235603	0,1040289
14,8800011	0,1584974	0,1372639	0,1649677	0,1038964
14,920001	0,14348	0,1264256	0,1468469	0,1239753
14,960001	0,1426364	0,1262792	0,136311	0,108154
15,000001	0,1508591	0,1416849	0,1228852	0,1268173
15,0400009	0,1411065	0,1403798	0,113277	0,1152628
15,0800009	0,134709	0,1240555	0,1207197	0,0942639
15,1200008	0,1477523	0,1419014	0,1253867	0,1005532
15,1600008	0,136503	0,1324662	0,1183575	0,1063698
15,2000008	0,1462018	0,1263558	0,1150594	0,1047106
15,2400007	0,1309	0,1265628	0,1152336	0,1115136
15,2800007	0,1246387	0,133255	0,1040703	0,1017997
15,3200006	0,1443408	0,1537932	0,1068485	0,0934161
15,3600006	0,1329798	0,1423413	0,1090944	0,103714
15,4000006	0,131384	0,1365449	0,1074328	0,0988396
15,4400005	0,1510808	0,1496597	0,1277088	0,100838
15,4800005	0,1221522	0,1219485	0,0975193	0,1033148
15,5200005	0,1330427	0,1203941	0,1217819	0,109526
15,5600004	0,1478081	0,1197601	0,1221515	0,1067839
15,6000004	0,1354457	0,11884	0,1229062	0,0998176
15,6400003	0,1406623	0,115385	0,1105899	0,0996436
15,6800003	0,1278839	0,1266219	0,1110675	0,0929719
15,7200012	0,1266577	0,0980424	0,1213995	0,1011105
15,7600012	0,1543619	0,0948993	0,1368959	0,1059248
15,8000011	0,1650275	0,1015156	0,1426018	0,1119612
15,8400011	0,165791	0,1087151	0,1427296	0,1059998
15,8800011	0,1632585	0,1245445	0,1588144	0,1035972
15,920001	0,1452281	0,1169183	0,1198363	0,11557
15,960001	0,1264747	0,1041311	0,1087343	0,1151922
16	0,1301742	0,1347631	0,1115223	0,1094766
16,0400009	0,1359357	0,1407844	0,0944503	0,1235036
16,0799999	0,1307776	0,1233927	0,1047537	0,1215072
16,1200008	0,1231013	0,102202	0,1181966	0,1376107
16,1599998	0,1317214	0,1062926	0,130161	0,1191375
16,2000008	0,1482615	0,1175977	0,1254913	0,1237531
16,2400017	0,146573	0,1232246	0,1356468	0,1269656
16,2800007	0,1469852	0,1261212	0,1298401	0,113974
