@TYPE	VH+VL	VH	VL	CD20	
@	Y105A	Y105A	Y105A	Y105A	
47,2800026	0,2112731	0,1633622	0,2244901	0,1464881	
47,3200035	0,2151978	0,1774244	0,2265403	0,1551961	
47,3600006	0,2119658	0,1670091	0,2244141	0,1350488	
47,4000015	0,2152127	0,16202	0,2231788	0,1546306	
47,4400024	0,2196867	0,1916362	0,2088394	0,1456136	
47,4800034	0,2248272	0,1933091	0,2154239	0,1425132	
47,5200005	0,2316231	0,2097397	0,2172498	0,1500268	
47,5600014	0,2319267	0,2031917	0,219153	0,1304889	
47,6000023	0,2480754	0,2026483	0,2121855	0,1170135	
47,6400032	0,2166631	0,1835129	0,2193257	0,1219174	
47,6800041	0,2238835	0,1927507	0,2155898	0,1413155	
47,7200012	0,2196629	0,1779225	0,2059577	0,1341926	
47,7600021	0,2182336	0,1793887	0,216728	0,1439208	
47,8000031	0,2209167	0,1818262	0,2174836	0,1437143	
47,840004	0,2185128	0,1686786	0,2218606	0,1332569	
47,8800011	0,2085525	0,1653198	0,2154299	0,1475053	
47,920002	0,2147284	0,1650736	0,2187536	0,132863	
47,9600029	0,2340663	0,2024363	0,213261	0,1380526	
48,0000038	0,2054441	0,162799	0,2125958	0,1411525	
48,0400009	0,2263182	0,1952743	0,2199326	0,1439385	
48,0800018	0,2196001	0,1922656	0,2095864	0,1502791	
48,1200027	0,2168558	0,1724283	0,2131052	0,1667509	
48,1600037	0,2086452	0,164229	0,2200087	0,1423658	
48,2000008	0,2123572	0,1809536	0,2148832	0,1468573	
48,2400017	0,22317	0,1764046	0,2166455	0,1475751	
48,2800026	0,2177923	0,1901843	0,215092	0,1463806	
48,3200035	0,2187993	0,1950719	0,2108019	0,1482776	
48,3600006	0,2190996	0,1864541	0,2083802	0,1379685	
48,4000015	0,2079677	0,1572606	0,2223953	0,1344381	
48,4400024	0,2103091	0,1630619	0,2110482	0,1507456	
48,4800034	0,1984258	0,1581929	0,2106682	0,1335382	
48,5200005	0,2039338	0,1638374	0,2091077	0,1516947	
48,5600014	0,2124827	0,1672934	0,2118164	0,1375829	
48,6000023	0,1911239	0,1568588	0,2058627	0,1663027	
48,6400032	0,191821	0,1584969	0,2072935	0,1640545	
48,6800041	0,2116599	0,1773755	0,2123235	0,1552098	
48,7200012	0,2122601	0,1726336	0,2080281	0,1619076	
48,7600021	0,2098863	0,1678644	0,2016962	0,1592435	
48,8000031	0,2178275	0,1766982	0,2091475	0,1370193	
48,840004	0,2039068	0,1708573	0,2081523	0,1510196	
48,8800011	0,1983508	0,1641422	0,205638	0,146276	
48,920002	0,207751	0,160569	0,214999	0,164862	
48,9600029	0,2058975	0,1708262	0,2233135	0,1643326	
49,0000038	0,2135417	0,1791064	0,2216477	0,1636651	
49,0400009	0,2093952	0,176241	0,2222036	0,1676596	
49,0800018	0,2132056	0,1726201	0,2155238	0,1594895	
49,1200027	0,1985094	0,1664817	0,2192771	0,1708376	
49,1600037	0,2040923	0,1649696	0,2181384	0,1707359	
49,2000008	0,2191517	0,184148	0,2209489	0,1902536	
49,2400017	0,2084142	0,1723621	0,2073791	0,1794904	
49,2800026	0,2230722	0,1957945	0,2162765	0,1710345	
49,3200035	0,2412273	0,2342976	0,2065691	0,1603011	
49,3600006	0,2400794	0,2033993	0,2201579	0,1425517	
49,4000015	0,2142977	0,1824645	0,218425	0,1451373	
49,4400024	0,2325966	0,2101772	0,2175011	0,151514	
49,4800034	0,1993666	0,1586795	0,2222065	0,1224765	
49,5200005	0,2033736	0,157092	0,2180399	0,1412763	
49,5600014	0,2055292	0,1727455	0,2070139	0,1316363	
49,6000023	0,1961372	0,1588402	0,2190309	0,1272396	
49,6400032	0,198236	0,1504524	0,2242333	0,1368299	
49,6800041	0,2330048	0,1866614	0,2245364	0,1479517	
49,7200012	0,2110689	0,1749249	0,2183712	0,1473559	
49,7600021	0,2204282	0,1772701	0,2220344	0,1293487	
49,8000031	0,2173608	0,1789835	0,2095651	0,1247572	
49,840004	0,2129174	0,1672455	0,2252457	0,1283455	
49,8800011	0,1892219	0,1440536	0,2158747	0,1330776	
49,920002	0,1971727	0,1666147	0,2028374	0,1462098	
49,9600029	0,2029545	0,1659422	0,19911	0,1350972	
50,0000038	0,2042795	0,1652029	0,2104497	0,1305134	
50,0400009	0,2189624	0,1588631	0,2114667	0,1280283	
50,0800018	0,2136516	0,1636021	0,2170639	0,1504433	
50,1200027	0,2094119	0,1761875	0,2121697	0,1387187	
50,1600037	0,1943462	0,1585776	0,198858	0,1414046	
50,2000008	0,2028991	0,1714276	0,2066608	0,1377042	
50,2400017	0,2105026	0,1876324	0,2149343	0,1507891	
50,2800026	0,2180132	0,2087616	0,2101761	0,1402149	
50,3200035	0,2043528	0,1934646	0,1976919	0,1361943	
50,3600006	0,1879601	0,1592053	0,195942	0,1336404	
50,4000015	0,1802046	0,1494749	0,2003896	0,1275264	
50,4400024	0,1899623	0,1693574	0,1984165	0,1448357	
50,4800034	0,1867833	0,1436277	0,2109884	0,1461542	
50,5200043	0,1900023	0,1568993	0,2025391	0,1476474	
50,5600014	0,1987282	0,1714874	0,210159	0,1505664	
50,6000023	0,1832781	0,1255957	0,2171955	0,138887	
50,6400032	0,1873884	0,1221056	0,2172227	0,1438292	
50,6800041	0,1719813	0,131446	0,2046755	0,1487097	
50,7200012	0,1817948	0,1315028	0,2187434	0,154984	
50,7600021	0,1817245	0,1422448	0,2130919	0,1448922	
50,8000031	0,2001779	0,1639059	0,2135922	0,1419211	
50,840004	0,2080846	0,1742083	0,2326881	0,1497785	
50,8800011	0,20764	0,1679336	0,2363911	0,134333	
50,920002	0,1977424	0,1541707	0,2241168	0,1336236	
50,9600029	0,1976537	0,1499127	0,2285306	0,1336109	
51,0000038	0,1914299	0,1505674	0,2208263	0,125952	
51,0400009	0,2112338	0,1660772	0,2396385	0,1197882	
51,0800018	0,2064812	0,1678003	0,2201927	0,1284765	
51,1200027	0,2005382	0,1458448	0,2407762	0,1243997	
51,1600037	0,207564	0,1506792	0,2451618	0,147257	
51,2000008	0,2060351	0,163264	0,2419568	0,1325035	
51,2400017	0,2024847	0,1639435	0,2310806	0,1395468	
51,2800026	0,2056433	0,1473065	0,2426749	0,1223971	
51,3200035	0,210346	0,1773082	0,2174461	0,1272131	
51,3600006	0,192928	0,1390577	0,2267878	0,1488994	
51,4000015	0,199223	0,1543165	0,22371	0,1451262	
51,4400024	0,1986575	0,1485876	0,2167825	0,1631124	
51,4800034	0,1891542	0,1405337	0,2149395	0,1676804	
51,5200043	0,185564	0,1433883	0,2012125	0,1515374	
51,5600014	0,1742038	0,1286315	0,1988253	0,1495567	
51,6000023	0,1993437	0,1309018	0,229929	0,1399746	
51,6400032	0,2001173	0,1415941	0,2274609	0,1234161	
51,6800041	0,1993778	0,1370631	0,2279876	0,1273303	
51,7200012	0,19692	0,1350924	0,2363134	0,1415723	
51,7600021	0,1962596	0,1433682	0,230258	0,1494684	
51,8000031	0,2053521	0,1478415	0,2274417	0,1311084	
51,840004	0,209839	0,1379423	0,2224755	0,1280014	
51,8800011	0,2207327	0,1594192	0,2264546	0,132526	
51,920002	0,2303022	0,1723796	0,2139866	0,1351823	
51,9600029	0,2171272	0,1590108	0,2280895	0,1299192	
52,0000038	0,2190859	0,1549084	0,2285172	0,1487089	
52,0400009	0,1986577	0,1602225	0,2050988	0,1399445	
52,0800018	0,2045764	0,1518119	0,2213441	0,1386321	
52,1200027	0,2129726	0,1690287	0,2349632	0,1488745	
52,1600037	0,212967	0,1720826	0,2309315	0,1378661	
52,2000008	0,2320267	0,173481	0,2342622	0,1441474	
52,2400017	0,2189734	0,1592893	0,2428091	0,1387227	
52,2800026	0,2132445	0,1522134	0,2233932	0,1385875	
52,3200035	0,2022754	0,1627074	0,2146737	0,126094	
52,3600006	0,2064367	0,1692198	0,2171399	0,1188413	
52,4000015	0,2194297	0,1730225	0,2084827	0,1211291	
52,4400024	0,2308675	0,202367	0,2361403	0,1325085	
52,4800034	0,2251097	0,1969044	0,2276347	0,136475	
52,5200043	0,2221033	0,1715917	0,2294519	0,1234852	
52,5600014	0,2149571	0,1616918	0,229647	0,137536	
52,6000023	0,2054006	0,1532223	0,2107861	0,1429932	
52,6400032	0,1930934	0,1306861	0,224721	0,1434025	
52,6800041	0,198977	0,146433	0,2253518	0,1494539	
52,7200012	0,2186562	0,1405561	0,2521758	0,1507025	
52,7600021	0,2110751	0,12943	0,2371508	0,1314328	
52,8000031	0,2012203	0,1278494	0,2314639	0,123999	
52,840004	0,2082703	0,1315034	0,2351373	0,1411258	
52,8800011	0,2100354	0,1330291	0,2349724	0,1284567	
52,920002	0,2281616	0,1507826	0,2254837	0,1252889	
52,9600029	0,2123567	0,1411078	0,2313347	0,1234626	
53,0000038	0,2028781	0,1551562	0,2180738	0,123891	
53,0400009	0,2261934	0,1392209	0,2423333	0,1096449	
53,0800018	0,2231186	0,1550062	0,242235	0,1195009	
53,1200027	0,2357216	0,1538996	0,2417002	0,1101176	
53,1600037	0,2269397	0,1557129	0,2284036	0,1396936	
53,2000008	0,2294976	0,1658595	0,2291197	0,1110754	
53,2400017	0,2330145	0,1640808	0,2328164	0,1263414	
53,2800026	0,220338	0,1660032	0,2390996	0,1155886	
53,3200035	0,2191309	0,1607181	0,231574	0,1237031	
53,3600044	0,2189674	0,1576376	0,2270014	0,1189302	
53,4000015	0,2201337	0,1510655	0,2300502	0,1231472	
53,4400024	0,229151	0,185682	0,2370613	0,1198797	
53,4800034	0,225574	0,1947265	0,2247411	0,1325186	
53,5200043	0,2328269	0,1735421	0,2390971	0,1176312	
53,5600014	0,2093171	0,1688478	0,2227345	0,1217314	
53,6000023	0,2161144	0,1765409	0,2273515	0,1256856	
53,6400032	0,2099937	0,1525745	0,226538	0,1165093	
53,6800041	0,2183851	0,1733242	0,2279963	0,120409	
53,7200012	0,2206117	0,1968917	0,2108855	0,1283597	
53,7600021	0,2270612	0,1948707	0,2179932	0,1335407	
53,8000031	0,2345829	0,1866969	0,2453597	0,1211516	
53,840004	0,2232681	0,1817471	0,2422883	0,1377159	
53,8800011	0,2239979	0,1689416	0,2286917	0,1259317	
53,920002	0,2202066	0,1786461	0,2186719	0,1241153	
53,9600029	0,2213034	0,1843869	0,2254203	0,1220231	
54,0000038	0,2282723	0,1828417	0,2229459	0,1291474	
54,0400009	0,2241137	0,1924389	0,2159383	0,1211736	
54,0800018	0,2121464	0,1655745	0,2290899	0,1369576	
54,1200027	0,2053514	0,1798805	0,2101959	0,1168201	
54,1600037	0,233936	0,1826374	0,2294743	0,1143087	
54,2000008	0,2265314	0,1883401	0,2194353	0,1061747	
54,2400017	0,2363269	0,1983184	0,2354277	0,1047594	
54,2800026	0,2314878	0,1756389	0,2426876	0,1130751	
54,3200035	0,2402704	0,1867616	0,24769	0,1139442	
54,3600044	0,2287442	0,1812331	0,2508111	0,1083619	
54,4000015	0,2303464	0,1831101	0,2445982	0,1234256	
54,4400024	0,2276855	0,1893719	0,2330203	0,1177311	
54,4800034	0,2209591	0,1745102	0,2238667	0,1012258	
54,5200043	0,2328063	0,173892	0,2347577	0,1197046	
54,5600014	0,2203107	0,1725187	0,2296616	0,1261232	
54,6000023	0,2185335	0,1690541	0,2257611	0,1084479	
54,6400032	0,216843	0,1912294	0,2169836	0,1078484	
54,6800041	0,2185146	0,1781215	0,2245055	0,1128152	
54,7200012	0,2254642	0,194503	0,2346186	0,111584	
54,7600021	0,2261757	0,177651	0,2457469	0,1236589	
54,8000031	0,2228333	0,1840901	0,2129189	0,1123457	
54,840004	0,2023	0,1548704	0,2337063	0,1162545	
54,8800011	0,2109883	0,1727732	0,2241123	0,1154961	
54,920002	0,2183143	0,1801306	0,2299778	0,1283914	
54,9600029	0,2277015	0,1955983	0,2203106	0,1132215	
55,0000038	0,2360177	0,1885697	0,2289828	0,1230574	
55,0400009	0,2175732	0,1864636	0,2205812	0,1101383	
55,0800018	0,2175363	0,1732454	0,2273274	0,1208401	
55,1200027	0,2091277	0,1564126	0,2157249	0,1092325	
55,1600037	0,2153437	0,1649576	0,2254698	0,1154375	
55,2000008	0,2389552	0,1644709	0,2481775	0,1129503	
55,2400017	0,2350493	0,1832757	0,2213388	0,1098727	
55,2800026	0,2187753	0,181703	0,2239129	0,1243794	
55,3200035	0,2284175	0,1855513	0,2178025	0,1436628	
55,3600044	0,2250402	0,1775463	0,2293323	0,1246859	
55,4000015	0,223884	0,1860749	0,2276344	0,133831	
55,4400024	0,2339936	0,1850761	0,2314172	0,1192339	
55,4800034	0,2219091	0,1859259	0,2181216	0,1243831	
55,5200043	0,2129134	0,1502866	0,243677	0,1156098	
55,5600014	0,2144481	0,1716343	0,2389807	0,1077886	
55,6000023	0,2054162	0,171722	0,2227102	0,1040727	
55,6400032	0,2263387	0,1759637	0,2406285	0,1153221	
55,6800041	0,2280278	0,1754093	0,2360579	0,1168038	
55,7200012	0,2121598	0,1745076	0,2195921	0,1141272	
55,7600021	0,2138589	0,1638366	0,2185742	0,1157141	
55,8000031	0,2115873	0,1637415	0,2210279	0,1037582	
55,840004	0,2024465	0,159133	0,2160289	0,1083631	
55,8800011	0,2003878	0,1575505	0,2183256	0,1100388	
55,920002	0,2100913	0,1458599	0,2345618	0,1225761	
55,9600029	0,2250973	0,1496795	0,2288348	0,1359673	
56,0000038	0,2355035	0,165402	0,2344436	0,1348877	
56,0400009	0,2012197	0,1199444	0,233609	0,140653	
56,0800018	0,2249057	0,1406165	0,2476376	0,1243687	
56,1200027	0,2183934	0,1478097	0,247353	0,131552	
56,1600037	0,2091639	0,1389902	0,2385592	0,1064349	
56,2000008	0,2120897	0,1478071	0,2341242	0,1067883	
56,2400017	0,2081482	0,1387396	0,2261932	0,1073288	
56,2800026	0,208632	0,1339295	0,23006	0,1167369	
56,3200035	0,1968122	0,1309848	0,228472	0,1098698	
56,3600044	0,2219694	0,1484338	0,230175	0,1149108	
56,4000015	0,2235476	0,1498804	0,2324067	0,1200766	
56,4400024	0,1993485	0,1385021	0,226161	0,1199393	
56,4800034	0,1888302	0,1490439	0,2057968	0,1011608	
56,5200043	0,2006178	0,1435336	0,2251652	0,1007005	
56,5600014	0,2203354	0,151273	0,2429504	0,1154837	
56,6000023	0,1989603	0,1510021	0,2302048	0,1283093	
56,6400032	0,2108987	0,1539169	0,2331188	0,1305955	
56,6800041	0,2224259	0,1600507	0,2373551	0,1133311	
56,7200012	0,2021946	0,1611531	0,215451	0,1334671	
56,7600021	0,2048763	0,1562448	0,2113102	0,1300102	
56,8000031	0,1945051	0,1432532	0,2158733	0,1204953	
56,840004	0,2041203	0,1295589	0,2258137	0,1120085	
56,8800011	0,2122537	0,1396248	0,221228	0,1123984	
56,920002	0,2258822	0,1592146	0,2275406	0,1327053	
56,9600029	0,2077118	0,1533614	0,2195445	0,1287502	
57,0000038	0,2327178	0,1583622	0,2304938	0,1324126	
57,0400009	0,2383265	0,154789	0,2374752	0,1382225	
57,0800018	0,2257235	0,1664213	0,2254158	0,1260453	
57,1200027	0,2303298	0,1753048	0,2240998	0,1227297	
57,1600037	0,2361767	0,1470116	0,2377022	0,1125218	
57,2000046	0,203712	0,1532764	0,204036	0,0974368	
57,2400017	0,2092822	0,1636123	0,2092462	0,1081952	
57,2800026	0,2124555	0,1647498	0,2114087	0,1133731	
57,3200035	0,2183582	0,1521488	0,2304659	0,1377074	
57,3600044	0,2209056	0,1546647	0,2222698	0,1180481	
57,4000015	0,2356073	0,1546776	0,2356287	0,1301128	
57,4400024	0,2317178	0,1566953	0,2379128	0,1161704	
57,4800034	0,2319766	0,1476971	0,2432084	0,1281767	
57,5200043	0,2026995	0,1429577	0,2162173	0,1257276	
57,5600014	0,2290769	0,1702304	0,2347636	0,1194732	
57,6000023	0,2166547	0,167313	0,2337883	0,1100524	
57,6400032	0,2074219	0,1480473	0,2403873	0,1111865	
57,6800041	0,227056	0,1609411	0,2527194	0,1090679	
57,7200012	0,2183935	0,1621404	0,2399453	0,1127932	
57,7600021	0,2190908	0,1495223	0,2410541	0,1190096	
57,8000031	0,2097528	0,1536379	0,2289268	0,1191913	
57,840004	0,2341758	0,1693107	0,260354	0,0978104	
57,8800011	0,2182465	0,1402632	0,2485686	0,1067293	
57,920002	0,2106724	0,1604471	0,2258933	0,1244588	
57,9600029	0,2038175	0,1508525	0,236651	0,1137786	
58,0000038	0,2304819	0,154712	0,2497703	0,1034606	
58,0400009	0,2008951	0,1579567	0,2224527	0,1063557	
58,0800018	0,2069843	0,1661986	0,217772	0,1344646	
58,1200027	0,2129153	0,1719917	0,219433	0,1149957	
58,1600037	0,2255648	0,1744909	0,2440491	0,1006209	
58,2000046	0,2167173	0,1696536	0,2296377	0,0987596	
58,2400017	0,2223839	0,1607567	0,250352	0,1234063	
58,2800026	0,2184795	0,1697262	0,2318117	0,1177526	
58,3200035	0,2339846	0,1793406	0,2380082	0,133284	
58,3600044	0,2129674	0,1720478	0,2226807	0,1313175	
58,4000015	0,2239095	0,187968	0,2229572	0,1224689	
58,4400024	0,2227207	0,1869065	0,2293127	0,1263361	
58,4800034	0,2044592	0,1735606	0,21368	0,1278196	
58,5200043	0,231354	0,202729	0,2209743	0,1240524	
58,5600014	0,2253074	0,1940237	0,2189649	0,1318078	
58,6000023	0,2235614	0,1947291	0,2187995	0,1383436	
58,6400032	0,2098488	0,1745142	0,216793	0,1390356	
58,6800041	0,1872781	0,1595535	0,2040824	0,1331338	
58,7200012	0,2204622	0,2047389	0,2204341	0,1427946	
58,7600021	0,2203043	0,2042314	0,2166101	0,1272596	
58,8000031	0,2159271	0,1873768	0,2105534	0,1250398	
58,840004	0,2170066	0,1773399	0,20884	0,1168488	
58,8800011	0,2331243	0,1860239	0,2436251	0,1197769	
58,920002	0,2497773	0,1808964	0,2569496	0,1236177	
58,9600029	0,2345412	0,1952495	0,2436579	0,1262508	
59,0000038	0,2300325	0,1879115	0,2522333	0,1193704	
59,0400009	0,2018961	0,1771086	0,2117523	0,1325909	
59,0800018	0,2316269	0,1813747	0,2289263	0,1101983	
59,1200027	0,2125214	0,1766376	0,2142398	0,1174672	
59,1600037	0,2091314	0,1838312	0,2135545	0,1232317	
59,2000046	0,2207229	0,1809547	0,2217603	0,1200526	
59,2400017	0,2303422	0,1797947	0,2347919	0,1295192	
59,2800026	0,220026	0,1859902	0,2300597	0,1372296	
59,3200035	0,2286037	0,1875799	0,232543	0,1310507	
59,3600044	0,2283347	0,1921823	0,2243841	0,1270925	
59,4000015	0,2225585	0,192482	0,2176567	0,1247856	
59,4400024	0,2284633	0,1963499	0,2310371	0,1193871	
59,4800034	0,2325275	0,2061216	0,2234116	0,1225524	
59,5200043	0,2176651	0,1814848	0,2299638	0,12461	
59,5600014	0,2201326	0,1930438	0,2186868	0,1232274	
59,6000023	0,2123732	0,176111	0,2073105	0,1158496	
59,6400032	0,2343246	0,2039562	0,2283222	0,1156823	
59,6800041	0,2252007	0,1964462	0,2221877	0,1363889	
59,7200012	0,2277233	0,1987387	0,2251913	0,1241385	
59,7600021	0,2203876	0,1865894	0,2198548	0,1320791	
59,8000031	0,2248673	0,1927662	0,2219339	0,1183702	
59,840004	0,2357533	0,2046295	0,2238824	0,1129472	
59,8800011	0,2524089	0,2099731	0,2193663	0,1199157	
59,920002	0,2341732	0,2167935	0,2208902	0,1096412	
59,9600029	0,2279345	0,2000579	0,2269396	0,1165435	
60,0000038	0,2259305	0,2029658	0,2215729	0,1161224	
60,0400047	0,2216278	0,187406	0,2271867	0,1075983	
60,0800018	0,2062465	0,1781206	0,2103118	0,1072232	
60,1200027	0,2331835	0,1953142	0,2147769	0,1088216	
60,1600037	0,2438861	0,1974513	0,2252971	0,1138277	
60,2000046	0,2271772	0,1956562	0,2214697	0,1158674	
60,2400017	0,2186881	0,193605	0,224403	0,1189081	
60,2800026	0,2145562	0,206555	0,2031589	0,1133129	
60,3200035	0,2253106	0,1825518	0,2473962	0,10846	
60,3600044	0,2318738	0,2045462	0,2456232	0,1193585	
60,4000015	0,2337849	0,19402	0,2275926	0,10857	
60,4400024	0,2118353	0,1800155	0,2197725	0,1281938	
60,4800034	0,2036574	0,1677793	0,2292166	0,1133323	
60,5200043	0,2122682	0,2004988	0,2214479	0,1121173	
60,5600014	0,2231191	0,1889474	0,2453421	0,1166341	
60,6000023	0,2226204	0,1820887	0,2401549	0,1148746	
60,6400032	0,2452749	0,2035754	0,2549587	0,1035343	
60,6800041	0,2417963	0,2074165	0,2450967	0,112365	
60,7200012	0,2247497	0,1890311	0,2297612	0,1170161	
60,7600021	0,2323783	0,1961914	0,2302944	0,1192966	
60,8000031	0,2108097	0,1839654	0,2057415	0,113931	
60,840004	0,2214046	0,1673296	0,2373885	0,1187572	
60,8800011	0,2254578	0,174787	0,2338792	0,1020388	
60,920002	0,2273382	0,1740874	0,2304003	0,122149	
60,9600029	0,227322	0,1627264	0,2333001	0,1273809	
61,0000038	0,2208573	0,1905186	0,2125872	0,1279855	
61,0400047	0,2318112	0,1887567	0,2234188	0,1192415	
61,0800018	0,2261457	0,1773672	0,2368408	0,1251351	
61,1200027	0,1982532	0,1539555	0,2104916	0,1202148	
61,1600037	0,2216199	0,171985	0,2453629	0,1167591	
61,2000046	0,2023005	0,1585547	0,2162593	0,1185345	
61,2400017	0,2082847	0,1681037	0,2144411	0,1333634	
61,2800026	0,213192	0,1577034	0,213678	0,1167913	
61,3200035	0,2094226	0,1536083	0,218366	0,1359782	
61,3600044	0,1983689	0,1565285	0,2209694	0,1306277	
61,4000015	0,2186864	0,1604707	0,2340938	0,1451863	
61,4400024	0,2048488	0,1619064	0,2193488	0,1358307	
61,4800034	0,2214191	0,1717964	0,2207084	0,1340566	
61,5200043	0,2218457	0,1741266	0,2331894	0,1155156	
61,5600014	0,2188719	0,1900066	0,2264362	0,1162685	
61,6000023	0,2065085	0,1786427	0,2075562	0,1196063	
61,6400032	0,2047693	0,1599906	0,2185279	0,1244526	
61,6800041	0,196602	0,162643	0,2112139	0,1326437	
61,7200012	0,1995008	0,1534632	0,2151057	0,1441642	
61,7600021	0,1934761	0,1722389	0,1987223	0,1391877	
61,8000031	0,1925494	0,1590396	0,2102491	0,1478172	
61,840004	0,1880444	0,143398	0,2113906	0,1325089	
61,8800011	0,2010864	0,1434491	0,2084973	0,1238732	
61,920002	0,2133257	0,1636379	0,2048869	0,13848	
61,9600029	0,2066065	0,1634057	0,212919	0,133345	
62,0000038	0,2045167	0,1804066	0,1996343	0,125451	
62,0400047	0,2287109	0,1543577	0,2372134	0,1530435	
62,0800018	0,2235843	0,1705835	0,2287615	0,1363444	
62,1200027	0,2166149	0,1768414	0,2293904	0,1293434	
62,1600037	0,2063448	0,1704423	0,218294	0,1517052	
62,2000046	0,2030969	0,1645349	0,2106552	0,1352481	
62,2400017	0,2104339	0,1773376	0,2175413	0,1228196	
62,2800026	0,2007597	0,1605972	0,2078659	0,1206655	
62,3200035	0,207599	0,1881059	0,2088659	0,1172971	
62,3600044	0,2170447	0,1767547	0,2267912	0,112145	
62,4000015	0,2313828	0,1861105	0,2150959	0,1170452	
62,4400024	0,2187611	0,1563569	0,2307408	0,1206984	
62,4800034	0,2281239	0,1515593	0,232575	0,12457	
62,5200043	0,2077953	0,1562656	0,2236315	0,1289006	
62,5600014	0,2193823	0,1574039	0,2377349	0,1277963	
62,6000023	0,2230895	0,1690232	0,2324061	0,1274666	
62,6400032	0,2223064	0,1725143	0,2298792	0,1294894	
62,6800041	0,2287403	0,162669	0,2396725	0,1370685	
62,7200012	0,2154661	0,1568768	0,2304576	0,1213223	
62,7600021	0,2146093	0,1609714	0,2120831	0,1297593	
62,8000031	0,212696	0,1635001	0,2130603	0,116735	
62,840004	0,2191734	0,1592412	0,2314692	0,1245518	
62,8800049	0,2164026	0,1609021	0,2104808	0,1274319	
62,920002	0,2246522	0,1625664	0,2276642	0,131936	
62,9600029	0,2024393	0,1650042	0,2078959	0,1211999	
63,0000038	0,2126173	0,1655404	0,2293251	0,1250696	
63,0400047	0,2213909	0,1589555	0,2316355	0,1209927	
63,0800018	0,2246574	0,1655902	0,2359643	0,1164467	
63,1200027	0,2227594	0,1640619	0,231187	0,1073717	
63,1600037	0,2150408	0,1691947	0,2350334	0,1086783	
63,2000046	0,224606	0,1678184	0,2442293	0,1280724	
63,2400017	0,2100375	0,1482328	0,237036	0,1125897	
63,2800026	0,2134832	0,1603868	0,2340189	0,1290153	
63,3200035	0,217146	0,1482143	0,2462355	0,1353769	
63,3600044	0,2138704	0,1676349	0,2377844	0,1369241	
63,4000015	0,2285432	0,1579567	0,2358774	0,1257383	
63,4400024	0,2095845	0,1530188	0,2427343	0,1224043	
63,4800034	0,2260152	0,1617165	0,2474447	0,1232345	
63,5200043	0,2256668	0,1732279	0,2453999	0,1155481	
63,5600014	0,2142521	0,1622473	0,237306	0,1293802	
63,6000023	0,2128885	0,1546334	0,2443716	0,1154729	
63,6400032	0,2001815	0,1655674	0,2210263	0,121238	
63,6800041	0,2110791	0,1747199	0,2317245	0,1285234	
63,7200012	0,2116466	0,1718083	0,2260764	0,1240296	
63,7600021	0,2098474	0,1664077	0,2282753	0,1182563	
63,8000031	0,2000013	0,1580454	0,219923	0,1142272	
63,840004	0,2316962	0,1999942	0,2284161	0,1168508	
63,8800049	0,2113682	0,1688156	0,2244125	0,1212314	
63,920002	0,2292805	0,1804455	0,244717	0,134267	
63,9600029	0,216781	0,165434	0,2487362	0,1124104	
64	0,2150478	0,1659809	0,2371847	0,1198198	
64,0400009	0,2155169	0,177003	0,2254414	0,1222137	
64,0800018	0,218321	0,1813762	0,2236149	0,1107625	
64,1200027	0,2030323	0,1769323	0,2094053	0,1177205	
64,1600037	0,2176541	0,1759848	0,2382248	0,1160045	
64,2000046	0,2263723	0,2002374	0,2385172	0,1063528	
64,2400055	0,2129788	0,1823203	0,226458	0,1171636	
64,2800064	0,2274176	0,1834187	0,2505487	0,1203894	
64,3199997	0,2287165	0,1650593	0,2415984	0,119041	
64,3600006	0,2226189	0,1675301	0,2328285	0,1147474	
64,4000015	0,2214623	0,159515	0,2352383	0,1168891	
64,4400024	0,219952	0,1674605	0,2347256	0,1233246	
64,4800034	0,2382711	0,1797383	0,2339192	0,1250924	
64,5200043	0,2346965	0,161778	0,2461193	0,1372176	
64,5600052	0,2083853	0,1497642	0,229168	0,1345828	
64,6000061	0,1979908	0,1585266	0,20809	0,1278115	
64,6399994	0,2080749	0,1383073	0,2228538	0,1250827	
64,6800003	0,1947603	0,124891	0,2177168	0,1303046	
64,7200012	0,1970454	0,1452951	0,215075	0,1188318	
64,7600021	0,2038727	0,1448639	0,2090352	0,1270087	
64,8000031	0,2088699	0,1331103	0,2298296	0,1564257	
64,840004	0,2275522	0,1442859	0,2126434	0,1424076	
64,8800049	0,2394762	0,1575597	0,2362079	0,1323371	
64,9200058	0,22719	0,1485128	0,2401351	0,132335	
64,9600067	0,204449	0,1323958	0,2172611	0,1313456	
65	0,2041029	0,1353514	0,2203934	0,1319285	
65,0400009	0,2275162	0,136938	0,2418004	0,1386701	
65,0800018	0,215385	0,1403604	0,2312946	0,1371182	
65,1200027	0,2040533	0,1483223	0,2219074	0,1345766	
65,1600037	0,2129845	0,1574386	0,2267836	0,1242663	
65,2000046	0,2019503	0,1319102	0,2359438	0,1337209	
65,2400055	0,2080608	0,1318205	0,2339695	0,1225781	
65,2800064	0,1942551	0,1318412	0,2214587	0,1246262	
65,3199997	0,181748	0,1303497	0,2112118	0,1174331	
65,3600006	0,199626	0,1225015	0,2245773	0,1328337	
65,4000015	0,1975001	0,1367926	0,2078289	0,1174231	
65,4400024	0,1775308	0,123508	0,1988032	0,1217767	
65,4800034	0,176977	0,1188543	0,205376	0,1222858	
65,5200043	0,1896518	0,1242713	0,2172537	0,1282423	
