@TYPE	VH+VL	VH	VL	CD20	
@	Y105A	Y105A	Y105A	Y105A	
93,7200012	0,2045401	0,1135826	0,2527687	0,1054252	
93,7600021	0,2311482	0,116046	0,2914689	0,1090074	
93,8000031	0,2208825	0,1271801	0,2741992	0,1046586	
93,840004	0,2215552	0,1310672	0,2802662	0,1200767	
93,8800049	0,2207596	0,1147491	0,2735242	0,1242993	
93,9200058	0,223873	0,1203926	0,2591448	0,1108105	
93,9600067	0,1905866	0,0922974	0,2503341	0,102698	
94,0000076	0,1980928	0,1006314	0,2450156	0,1154726	
94,0400009	0,2062623	0,101227	0,2456812	0,1019958	
94,0800018	0,2037306	0,1111336	0,2475426	0,1020058	
94,1200027	0,221435	0,1176317	0,2618423	0,1039201	
94,1600037	0,2094997	0,1189711	0,2539055	0,1176241	
94,2000046	0,2125732	0,1152085	0,2657644	0,1078243	
94,2400055	0,2253755	0,1231465	0,2765909	0,1058011	
94,2800064	0,2198275	0,1195686	0,2755189	0,095786	
94,3200073	0,2481341	0,128412	0,3010489	0,1130481	
94,3600082	0,2300445	0,1274371	0,2791507	0,1097592	
94,4000015	0,2285879	0,1262887	0,2748784	0,1043886	
94,4400024	0,2300814	0,1133226	0,2919582	0,1143815	
94,4800034	0,2078592	0,1323446	0,2516652	0,1164127	
94,5200043	0,212602	0,1136954	0,2693821	0,1017266	
94,5600052	0,2300442	0,1172338	0,2930844	0,1083951	
94,6000061	0,2233795	0,1290024	0,2710673	0,1063303	
94,640007	0,2256152	0,1248124	0,2682986	0,1306689	
94,6800079	0,2122094	0,1203138	0,2524665	0,1298606	
94,7200012	0,1902143	0,1100961	0,2319624	0,1206246	
94,7600021	0,210836	0,1256252	0,2362906	0,1146962	
94,8000031	0,2175259	0,0966715	0,271962	0,1216431	
94,840004	0,203272	0,108927	0,2577304	0,1207868	
94,8800049	0,2195162	0,1061646	0,2712766	0,1045623	
94,9200058	0,2028217	0,0924659	0,2630157	0,1243313	
94,9600067	0,211709	0,1007053	0,2585478	0,1325977	
95,0000076	0,2342394	0,1192938	0,2818692	0,1461428	
95,0400009	0,2243555	0,1111853	0,2832468	0,1493821	
95,0800018	0,1948054	0,1048707	0,2499447	0,1403396	
95,1200027	0,2000714	0,1104328	0,242494	0,1148911	
95,1600037	0,2238202	0,1162518	0,2656693	0,1140139	
95,2000046	0,2189958	0,1230387	0,2613913	0,1085689	
95,2400055	0,2080987	0,1210764	0,2466023	0,1277739	
95,2800064	0,2211007	0,1112957	0,2711257	0,1174988	
95,3200073	0,18629	0,1206312	0,2254333	0,1260255	
95,3600082	0,2037973	0,1258595	0,2357685	0,1382098	
95,4000015	0,2111404	0,1184225	0,2487927	0,1393729	
95,4400024	0,2011868	0,1292409	0,235377	0,137176	
95,4800034	0,2012921	0,1282906	0,2335797	0,1324537	
95,5200043	0,1989095	0,1163488	0,2424041	0,1172996	
95,5600052	0,1971226	0,1228014	0,2342359	0,1205727	
95,6000061	0,1863326	0,1331339	0,2247031	0,1080597	
95,640007	0,197991	0,1364562	0,2357661	0,1020113	
95,6800079	0,199177	0,1261337	0,2302207	0,1179802	
95,7200012	0,1849619	0,1181123	0,2256069	0,1348411	
95,7600021	0,2025053	0,1287868	0,2476198	0,1129124	
95,8000031	0,2026541	0,1117399	0,2415933	0,1302064	
95,840004	0,2398995	0,1454058	0,2570308	0,1145024	
95,8800049	0,2177193	0,1128364	0,2654247	0,123954	
95,9200058	0,22211	0,1211936	0,2705882	0,1237461	
95,9600067	0,2183813	0,1088139	0,2678625	0,1195986	
96,0000076	0,2201699	0,1116053	0,2738308	0,117545	
96,0400009	0,214908	0,1180234	0,2601202	0,11561	
96,0800018	0,2188658	0,1323675	0,2655913	0,1324636	
96,1200027	0,2218681	0,1176669	0,2627014	0,1125096	
96,1600037	0,2207334	0,1269364	0,2560512	0,1167337	
96,2000046	0,2122504	0,1240294	0,2467228	0,1063947	
96,2400055	0,213735	0,1073989	0,2643042	0,1117509	
96,2800064	0,2108384	0,1278082	0,2431434	0,1068674	
96,3200073	0,2073757	0,1229343	0,2408689	0,1130819	
96,3600082	0,2111199	0,1104383	0,2523622	0,0968214	
96,4000015	0,2078735	0,1100701	0,2556683	0,1147005	
96,4400024	0,2042978	0,1087825	0,2560413	0,1114714	
96,4800034	0,2047193	0,1104135	0,2462307	0,1095228	
96,5200043	0,2075861	0,1102744	0,2483025	0,1054481	
96,5600052	0,2135035	0,1296911	0,2686936	0,1064363	
96,6000061	0,1965587	0,1153341	0,2471422	0,1232357	
96,640007	0,2065388	0,1210615	0,2525075	0,107503	
96,6800079	0,2023633	0,1396367	0,2426515	0,1056914	
96,7200012	0,1929671	0,1121141	0,2465647	0,1161859	
96,7600021	0,2031053	0,1176996	0,2558317	0,1063752	
96,8000031	0,1988387	0,1269837	0,2492888	0,1082701	
96,840004	0,2112642	0,1419049	0,2481347	0,1127153	
96,8800049	0,1907338	0,1150438	0,2313994	0,107021	
96,9200058	0,2080083	0,1249777	0,2417897	0,1145407	
96,9600067	0,1996934	0,112878	0,2484317	0,1056092	
97,0000076	0,208624	0,1337875	0,2593134	0,1031962	
97,0400009	0,2064992	0,1092422	0,2450038	0,1176151	
97,0800018	0,224101	0,1228489	0,2506661	0,1139346	
97,1200027	0,2106775	0,1253495	0,2436019	0,1154281	
97,1600037	0,2129067	0,1222184	0,2409976	0,1126167	
97,2000046	0,2099453	0,1225828	0,248493	0,1125065	
97,2400055	0,2034378	0,1322304	0,2400522	0,1064554	
97,2800064	0,2106684	0,1245776	0,2546594	0,1085521	
97,3200073	0,2294327	0,150827	0,2599607	0,1137914	
97,3600082	0,2123163	0,1457869	0,2466597	0,1183419	
97,4000015	0,2147052	0,1436159	0,2592607	0,1103058	
97,4400024	0,2013045	0,135144	0,2386521	0,1122225	
97,4800034	0,2053103	0,1409049	0,2411584	0,1126794	
97,5200043	0,2101764	0,1307133	0,2516961	0,1096436	
97,5600052	0,214617	0,1299793	0,2600331	0,1109182	
97,6000061	0,2144051	0,1232805	0,2688139	0,1113838	
97,640007	0,2029215	0,1349354	0,2501892	0,1104651	
97,6800079	0,2215832	0,1282353	0,2788598	0,1260315	
97,7200012	0,1914575	0,1129448	0,2450729	0,1409255	
97,7600021	0,2091341	0,1191215	0,2550513	0,1319683	
97,8000031	0,204963	0,1174997	0,2496619	0,1428009	
97,840004	0,2098303	0,120854	0,2610039	0,1339102	
97,8800049	0,2168964	0,1110823	0,2691942	0,1290918	
97,9200058	0,2122385	0,1229851	0,2621076	0,1338313	
97,9600067	0,2224282	0,1206619	0,2849087	0,1362578	
98,0000076	0,2236667	0,1180555	0,2763597	0,1326845	
98,0400009	0,2411523	0,1270012	0,2857368	0,1542182	
98,0800018	0,2170204	0,1323595	0,2604803	0,1451581	
98,1200027	0,2219464	0,1162117	0,2712871	0,1314242	
98,1600037	0,2327192	0,1231997	0,2876848	0,1372008	
98,2000046	0,2199457	0,1218522	0,2658049	0,1194375	
98,2400055	0,2236368	0,1347236	0,2615178	0,121094	
98,2800064	0,2083022	0,1263652	0,2484819	0,1165154	
98,3200073	0,2290108	0,1234003	0,2675142	0,1256765	
98,3600082	0,2085751	0,1243343	0,2429905	0,1248497	
98,4000015	0,2171285	0,1294324	0,2551998	0,1240941	
98,4400024	0,2152573	0,1301691	0,2581502	0,1071395	
98,4800034	0,2160148	0,1225976	0,2692553	0,1145507	
98,5200043	0,2062564	0,1207748	0,2552105	0,1142121	
98,5600052	0,2173114	0,1230299	0,2702729	0,1227934	
98,6000061	0,2278833	0,1259242	0,2572191	0,1196974	
98,640007	0,2174575	0,1183197	0,2598614	0,120402	
98,6800079	0,2140586	0,1179397	0,2559779	0,1104805	
98,7200012	0,2543322	0,1234231	0,3020302	0,1173763	
98,7600021	0,2376829	0,113348	0,2991308	0,1226296	
98,8000031	0,2550501	0,1284326	0,3095566	0,1317548	
98,840004	0,2337351	0,1080111	0,2917702	0,1108024	
98,8800049	0,2306029	0,1234768	0,2835144	0,1201766	
98,9200058	0,2389831	0,1304734	0,2876965	0,1188509	
98,9600067	0,2419964	0,1165418	0,3043274	0,1118239	
99,0000076	0,2308011	0,1329029	0,2901224	0,1027594	
99,0400009	0,2477252	0,1300426	0,3132075	0,1092839	
99,0800018	0,2293703	0,1098162	0,2949091	0,1173751	
99,1200027	0,2383394	0,1247956	0,286177	0,120198	
99,1600037	0,2425527	0,1295151	0,2984996	0,1180047	
99,2000046	0,2417518	0,1280279	0,2993782	0,115167	
99,2400055	0,2276409	0,1215738	0,290692	0,1057146	
99,2800064	0,2398035	0,1212134	0,3133457	0,1223553	
99,3200073	0,2485976	0,1440888	0,2979715	0,117541	
99,3600082	0,2583179	0,1444754	0,318823	0,1314015	
99,4000015	0,240159	0,1375749	0,3042659	0,1311442	
99,4400024	0,2479043	0,1416418	0,3055541	0,1191351	
99,4800034	0,2465945	0,1375049	0,3018452	0,1256617	
99,5200043	0,2468641	0,1388933	0,3109466	0,1319096	
99,5600052	0,2574493	0,1433832	0,3175122	0,1328691	
99,6000061	0,2402684	0,1383495	0,2991687	0,1306478	
99,640007	0,2577191	0,1360567	0,3069533	0,1204639	
99,6800079	0,2361979	0,1574406	0,2854096	0,1286576	
99,7200012	0,218743	0,15295	0,2618663	0,124701	
99,7600021	0,2242961	0,1461821	0,2499795	0,1212864	
99,8000031	0,2188106	0,1477707	0,2567353	0,1210656	
99,840004	0,2299172	0,141047	0,2684824	0,1347874	
99,8800049	0,2306215	0,1384929	0,2683845	0,1132244	
99,9200058	0,2286	0,1497033	0,2440677	0,1249899	
99,9600067	0,2173537	0,1318601	0,2609544	0,1119938	
100,0000076	0,2254268	0,1321235	0,2700298	0,1093219	
100,0400085	0,2520736	0,1553703	0,281953	0,1052513	
100,0800018	0,2178167	0,1336211	0,2407412	0,1022602	
100,1200027	0,2071853	0,1357492	0,2277992	0,1013582	
100,1600037	0,1945338	0,1345837	0,225696	0,105646	
100,2000046	0,2065144	0,1491656	0,2257957	0,1002156	
100,2400055	0,1951892	0,1246561	0,2399998	0,1003969	
100,2800064	0,2138265	0,1373287	0,2517007	0,120261	
100,3200073	0,2045324	0,1219703	0,2496639	0,0915941	
100,3600082	0,2014849	0,1428508	0,2341306	0,1046372	
100,4000015	0,2186184	0,1499959	0,2596768	0,0925392	
100,4400024	0,2048661	0,1343811	0,2345047	0,1118308	
100,4800034	0,2178544	0,1424475	0,2485471	0,1001649	
100,5200043	0,228124	0,1432071	0,2582161	0,1024801	
100,5600052	0,2119152	0,1477881	0,2463073	0,1088849	
100,6000061	0,2154263	0,1445119	0,2494468	0,1055488	
100,640007	0,2172666	0,1519961	0,2390843	0,1065669	
100,6800079	0,2151558	0,1525399	0,2516499	0,1037372	
100,7200012	0,2244127	0,1415365	0,271195	0,1014912	
100,7600021	0,2279938	0,1269032	0,2706421	0,111502	
100,8000031	0,222763	0,1413281	0,2701768	0,0988088	
100,840004	0,242209	0,1533083	0,2855854	0,0987449	
100,8800049	0,2238929	0,1363826	0,2688181	0,1005767	
100,9200058	0,2315905	0,1412001	0,281914	0,0976585	
100,9600067	0,2325015	0,1515194	0,2785095	0,1055532	
101,0000076	0,2124186	0,133233	0,2577927	0,1224863	
101,0400085	0,2089537	0,1521702	0,2441155	0,1118722	
101,0800018	0,2172661	0,1308636	0,2589025	0,1136884	
101,1200027	0,2127497	0,1345455	0,2590278	0,1369935	
101,1600037	0,2210101	0,1290028	0,269079	0,1254451	
101,2000046	0,2250081	0,1206629	0,2822831	0,1295132	
101,2400055	0,2517185	0,1345199	0,3161942	0,130579	
101,2800064	0,2297403	0,1323828	0,2772194	0,1399615	
101,3200073	0,2231019	0,1329284	0,2701739	0,1199069	
101,3600082	0,2255805	0,1319284	0,2659246	0,1102213	
101,4000015	0,216031	0,1331982	0,2667153	0,1246543	
101,4400024	0,225977	0,1197302	0,2830468	0,1087464	
101,4800034	0,2236814	0,1259371	0,2707719	0,1141043	
101,5200043	0,2420814	0,1297189	0,301036	0,1172073	
101,5600052	0,2243577	0,1309209	0,2703992	0,1439273	
101,6000061	0,2369076	0,1650867	0,2756734	0,1322157	
101,640007	0,2484255	0,1535959	0,2992222	0,1150773	
101,6800079	0,2416058	0,1463162	0,2904597	0,1288951	
101,7200012	0,2462473	0,1388438	0,2939608	0,12567	
101,7600021	0,2437838	0,1411965	0,2936393	0,1269368	
101,8000031	0,2425694	0,1479799	0,2939996	0,1343254	
101,840004	0,2300674	0,1483558	0,2720051	0,1195745	
101,8800049	0,2295559	0,1375489	0,2740019	0,1187498	
101,9200058	0,2200667	0,1268885	0,2666818	0,1336858	
101,9600067	0,2278207	0,1451797	0,2684615	0,1252691	
102,0000076	0,232347	0,1276499	0,2846778	0,1117954	
102,0400085	0,216988	0,1483596	0,2619947	0,1133968	
102,0800018	0,2263194	0,1402961	0,2597904	0,1146308	
102,1200027	0,2260076	0,1356322	0,2800716	0,1097321	
102,1600037	0,2465182	0,1336981	0,3028115	0,1068457	
102,2000046	0,2506354	0,1437471	0,3010731	0,1120907	
102,2400055	0,2411317	0,1442444	0,2866543	0,1253269	
102,2800064	0,2290863	0,1347654	0,2795073	0,1141826	
102,3200073	0,2341595	0,1331456	0,2727096	0,1122723	
102,3600082	0,2318321	0,1293079	0,2840233	0,1055396	
102,4000015	0,2236511	0,1258722	0,2825089	0,1127892	
102,4400024	0,2317703	0,1394639	0,2769949	0,1152172	
102,4800034	0,2471301	0,1295861	0,2798581	0,1164102	
102,5200043	0,2331272	0,1214291	0,2795321	0,1155103	
102,5600052	0,2654639	0,151503	0,3033513	0,116976	
102,6000061	0,2438721	0,1364308	0,2985222	0,1246842	
102,640007	0,2489679	0,1405591	0,3001817	0,1117711	
102,6800079	0,2675899	0,1413098	0,3003525	0,0964914	
102,7200012	0,2310973	0,1458427	0,266307	0,1033632	
102,7600021	0,2457051	0,1396827	0,2897719	0,1041277	
102,8000031	0,2512712	0,1481574	0,2858567	0,1174438	
102,840004	0,2255965	0,132652	0,2713755	0,1152673	
102,8800049	0,2296098	0,1453376	0,2687547	0,1128254	
102,9200058	0,2289859	0,141774	0,272707	0,111138	
102,9600067	0,2485727	0,147945	0,2857954	0,1276225	
103,0000076	0,2270339	0,128357	0,267378	0,1239067	
103,0400085	0,2315985	0,1310921	0,2688238	0,1332249	
103,0800018	0,2466304	0,1259046	0,3013193	0,1153108	
103,1200027	0,2449176	0,1351476	0,2877545	0,1038452	
103,1600037	0,2362591	0,1274081	0,2786435	0,1299044	
103,2000046	0,2192752	0,1472932	0,253688	0,1233484	
103,2400055	0,2300628	0,1397233	0,2731961	0,1286403	
103,2800064	0,2458083	0,1359407	0,2847688	0,1177093	
103,3200073	0,2379692	0,1405334	0,2847979	0,1226022	
103,3600082	0,225561	0,1382125	0,2603105	0,126195	
103,4000015	0,2386636	0,1188797	0,2865654	0,1147115	
103,4400024	0,2169491	0,1056836	0,2691469	0,1282664	
103,4800034	0,2301695	0,1362062	0,2871399	0,1119137	
103,5200043	0,2175229	0,1300494	0,2721154	0,1128592	
103,5600052	0,2147234	0,1288327	0,2696748	0,1122861	
103,6000061	0,2215603	0,128666	0,26208	0,1145704	
103,640007	0,1966874	0,1213474	0,2446903	0,1139874	
103,6800079	0,2008098	0,1280085	0,2343701	0,1076809	
103,7200012	0,1986486	0,1300303	0,246779	0,1046803	
103,7600021	0,2050712	0,126029	0,2379048	0,1061601	
103,8000031	0,2058034	0,1552292	0,239861	0,1142715	
103,840004	0,2108019	0,1340758	0,2488626	0,130056	
103,8800049	0,2394229	0,1294643	0,2921454	0,1350605	
103,9200058	0,2186434	0,1316723	0,2580305	0,1135358	
103,9600067	0,2186543	0,1403001	0,2545958	0,1131538	
104,0000076	0,2242532	0,138127	0,2617359	0,1138632	
104,0400085	0,2104715	0,1323223	0,254742	0,1276534	
104,0800018	0,2048	0,1333026	0,248031	0,1102893	
104,1200027	0,2034015	0,137067	0,2482463	0,1145599	
104,1600037	0,2282752	0,1455627	0,2747859	0,1240729	
104,2000046	0,2288231	0,1511648	0,2660335	0,1125922	
104,2400055	0,2194752	0,1407527	0,260008	0,1026569	
104,2800064	0,2197092	0,1371269	0,2628427	0,1064787	
104,3200073	0,2320239	0,1382403	0,2656909	0,1016307	
104,3600082	0,2010279	0,1209571	0,2392017	0,1002593	
104,4000015	0,2113023	0,1255765	0,257165	0,1120624	
104,4400024	0,234029	0,1285551	0,2827408	0,1272606	
104,4800034	0,2380482	0,1496165	0,2750812	0,1178394	
104,5200043	0,2205618	0,1395185	0,2695157	0,1172317	
104,5600052	0,2324305	0,1396068	0,2806375	0,1355687	
104,6000061	0,2359168	0,1334035	0,2747596	0,1396464	
104,640007	0,2298179	0,1307137	0,2834744	0,1358939	
104,6800079	0,2329018	0,140492	0,2911823	0,1349286	
104,7200012	0,2276732	0,1360431	0,2803758	0,1211196	
104,7600021	0,2396472	0,1096384	0,3017819	0,1253348	
104,8000031	0,2452642	0,1169812	0,2907465	0,114576	
104,840004	0,2413658	0,1230884	0,2884093	0,116239	
104,8800049	0,2510734	0,1126929	0,305669	0,116062	
104,9200058	0,2583656	0,1305446	0,3165458	0,1401872	
104,9600067	0,2508544	0,1399688	0,3112526	0,1497042	
105,0000076	0,2506779	0,1328906	0,311147	0,1669571	
105,0400085	0,2490394	0,1393134	0,3044323	0,1478996	
105,0800018	0,2467517	0,1505949	0,3027415	0,1359461	
105,1200027	0,2361011	0,1346913	0,2853738	0,1444651	
105,1600037	0,2556293	0,1240811	0,3163668	0,1443721	
105,2000046	0,2663106	0,1249098	0,3212532	0,1435035	
105,2400055	0,2253675	0,1358073	0,2726353	0,1401766	
105,2800064	0,2364545	0,1434105	0,2861944	0,1298335	
105,3200073	0,2393069	0,1342813	0,2860402	0,1258231	
105,3600082	0,2455504	0,1303621	0,3067687	0,1247129	
105,4000015	0,2415913	0,1462819	0,2874404	0,1407359	
105,4400024	0,2563091	0,1318513	0,3273244	0,1389343	
105,4800034	0,23973	0,1163802	0,3098918	0,1397843	
105,5200043	0,2306193	0,1187757	0,2925287	0,1448148	
105,5600052	0,2361877	0,1093626	0,2943236	0,1500439	
105,6000061	0,2501542	0,1306724	0,2971143	0,1448003	
105,640007	0,2374599	0,1113623	0,2936019	0,1306274	
105,6800079	0,2409826	0,1102671	0,3074968	0,1194581	
105,7200012	0,2402331	0,1161175	0,2898992	0,1250998	
105,7600021	0,2456914	0,1111893	0,3027584	0,128612	
105,8000031	0,2351672	0,1198042	0,2944624	0,1308913	
105,840004	0,2340228	0,1011372	0,2972628	0,104031	
105,8800049	0,2259759	0,1223873	0,2928278	0,1094741	
105,9200058	0,254935	0,1197659	0,32254	0,1142763	
105,9600067	0,2374689	0,1166996	0,3033651	0,1150825	
106,0000076	0,2268293	0,1174467	0,281763	0,1270111	
106,0400085	0,2289152	0,1267392	0,2826587	0,1212359	
106,0800018	0,2574248	0,1180088	0,3275484	0,1082762	
106,1200027	0,2534734	0,1165398	0,3069589	0,1389458	
106,1600037	0,2306419	0,1113907	0,2930929	0,1386863	
106,2000046	0,2228001	0,1183914	0,2693833	0,1340483	
106,2400055	0,2203933	0,1282314	0,261493	0,1145032	
106,2800064	0,205755	0,1080207	0,2397731	0,1137686	
106,3200073	0,2098534	0,1095495	0,2480691	0,1284661	
106,3600082	0,2110784	0,1123131	0,2432703	0,1087916	
106,4000015	0,1922874	0,1099535	0,2270593	0,1047774	
106,4400024	0,2099043	0,1042848	0,253417	0,1095731	
106,4800034	0,2117008	0,1115192	0,2483393	0,1093189	
106,5200043	0,1943053	0,1106348	0,2241312	0,1305455	
106,5600052	0,2146661	0,1150886	0,245193	0,1106447	
106,6000061	0,2187037	0,1220867	0,2476365	0,1267758	
106,640007	0,2158077	0,1270436	0,2413512	0,1294252	
106,6800079	0,199269	0,1102298	0,2404697	0,1257452	
106,7200089	0,2036975	0,1086715	0,2302085	0,135894	
106,7600021	0,2108621	0,1128433	0,2486305	0,1370618	
106,8000031	0,200164	0,1219909	0,2385422	0,1297349	
106,840004	0,2212178	0,1312323	0,2650057	0,1362637	
106,8800049	0,2038998	0,1200747	0,2445796	0,1448763	
106,9200058	0,2020391	0,1038562	0,2477821	0,1510189	
106,9600067	0,2020054	0,1146694	0,2381921	0,1474722	
107,0000076	0,2083418	0,1057235	0,2579163	0,1509805	
107,0400085	0,2048808	0,1092235	0,2473714	0,1547716	
107,0800018	0,2005871	0,1177887	0,2380408	0,138976	
107,1200027	0,208176	0,1335158	0,2351596	0,1445004	
107,1600037	0,2115722	0,1101817	0,2299239	0,1323514	
107,2000046	0,192506	0,1074303	0,2294437	0,1618031	
107,2400055	0,2186538	0,1247047	0,233972	0,1604049	
107,2800064	0,2334617	0,1358519	0,2462834	0,1415375	
107,3200073	0,2259007	0,1406828	0,2473154	0,1415671	
107,3600082	0,227234	0,1349873	0,2356649	0,1612651	
107,4000015	0,2227662	0,1237873	0,2557894	0,1526656	
107,4400024	0,247912	0,1344762	0,2677149	0,1674974	
107,4800034	0,2158515	0,1268329	0,2429632	0,1622927	
107,5200043	0,2127679	0,1370399	0,2303604	0,1530047	
107,5600052	0,2043548	0,1267378	0,2359939	0,1506609	
107,6000061	0,2064948	0,1292045	0,2432533	0,1568993	
107,640007	0,2293112	0,1255849	0,2656972	0,1430804	
107,6800079	0,2102136	0,1205329	0,2500243	0,1429882	
107,7200089	0,2266096	0,1180322	0,2592223	0,148604	
107,7600021	0,2228923	0,1361154	0,2592817	0,1501137	
107,8000031	0,2236759	0,1442696	0,2608133	0,1491242	
107,840004	0,1959044	0,1123804	0,2399693	0,1407345	
107,8800049	0,2129405	0,1273719	0,2387372	0,1361611	
107,9200058	0,2002381	0,1253867	0,2436942	0,129978	
107,9600067	0,1907135	0,1302633	0,2323404	0,140072	
108,0000076	0,2043685	0,145144	0,2368568	0,1357116	
108,0400085	0,2088242	0,1469491	0,24212	0,1259761	
108,0800018	0,1986224	0,1370741	0,2356012	0,1372006	
108,1200027	0,2129129	0,1474524	0,2467111	0,1400795	
108,1600037	0,2170382	0,1419757	0,2439974	0,1491888	
108,2000046	0,2212953	0,144439	0,247004	0,1418077	
108,2400055	0,2181217	0,1400249	0,2420425	0,1600826	
108,2800064	0,2036629	0,1262943	0,2375324	0,1725728	
108,3200073	0,1925556	0,128584	0,2214562	0,1574894	
108,3600082	0,2210368	0,1437902	0,2552409	0,1506663	
108,4000015	0,1947545	0,1294654	0,2197602	0,1711065	
108,4400024	0,2103984	0,1333842	0,2461187	0,1678725	
108,4800034	0,2160409	0,1196202	0,2631968	0,1784305	
108,5200043	0,219723	0,1280076	0,2621357	0,1562499	
108,5600052	0,2146995	0,1402589	0,252749	0,1672001	
108,6000061	0,2212828	0,1509344	0,2482407	0,1576116	
108,640007	0,2056053	0,1365382	0,2423986	0,1438671	
108,6800079	0,2091521	0,1495161	0,2273055	0,1573504	
108,7200089	0,2071571	0,1434316	0,2264732	0,1580005	
108,7600021	0,2118828	0,1481897	0,2396289	0,1559676	
108,8000031	0,2131439	0,1141362	0,2510159	0,1709669	
108,840004	0,203661	0,1230694	0,2359203	0,1621193	
108,8800049	0,2156429	0,1460671	0,2396683	0,1656088	
108,9200058	0,2268882	0,1417705	0,2621672	0,1684533	
108,9600067	0,2241692	0,1528409	0,248132	0,1567808	
109,0000076	0,2003806	0,1441249	0,2330518	0,1664284	
109,0400085	0,2106297	0,1418697	0,2337869	0,1710905	
109,0800018	0,2287084	0,1533097	0,2492226	0,171888	
109,1200027	0,2283293	0,141538	0,2577379	0,1566017	
109,1600037	0,2104233	0,1406991	0,236901	0,1823625	
109,2000046	0,2290566	0,145883	0,2609522	0,1753076	
109,2400055	0,2197284	0,1434342	0,2614374	0,1704945	
109,2800064	0,2205372	0,1590947	0,2553184	0,1596424	
109,3200073	0,2245584	0,145237	0,2501387	0,151494	
109,3600082	0,2332854	0,1427494	0,2647362	0,1493511	
109,4000015	0,209546	0,1376076	0,2408078	0,1674392	
109,4400024	0,2179265	0,1244432	0,2572654	0,1476145	
109,4800034	0,2563623	0,157775	0,2883976	0,1504008	
109,5200043	0,2377127	0,1541782	0,2721781	0,1430842	
109,5600052	0,2160064	0,1261537	0,2491773	0,1521109	
109,6000061	0,2072324	0,1177164	0,251403	0,1426631	
109,640007	0,2107773	0,1107934	0,2496294	0,139644	
109,6800079	0,2293092	0,117536	0,2756231	0,1411438	
109,7200089	0,2307005	0,1133907	0,2641885	0,140211	
109,7600021	0,2189274	0,1189219	0,2600265	0,1209483	
109,8000031	0,2088327	0,1243076	0,2451608	0,1328763	
109,840004	0,1840043	0,1087596	0,2220984	0,1310053	
109,8800049	0,225393	0,1285456	0,2612786	0,1200335	
109,9200058	0,2180254	0,1132884	0,2573206	0,1341113	
109,9600067	0,2070846	0,1267184	0,2398835	0,1314928	
110,0000076	0,1987119	0,1078893	0,245222	0,1285108	
110,0400085	0,2032689	0,1126937	0,2366612	0,1255592	
110,0800018	0,2128873	0,1140852	0,2550296	0,1340848	
110,1200027	0,2141526	0,130899	0,2382382	0,1391464	
110,1600037	0,1851771	0,1065283	0,2228541	0,1252485	
110,2000046	0,1842889	0,1157977	0,2171006	0,1087848	
110,2400055	0,1937022	0,1167683	0,2372533	0,1133233	
110,2800064	0,2038932	0,1360075	0,2349651	0,1280882	
110,3200073	0,2191194	0,1540246	0,2383205	0,1230515	
110,3600082	0,2029076	0,1326977	0,245773	0,1212697	
110,4000015	0,2076763	0,1258924	0,2448931	0,1396787	
110,4400024	0,2255208	0,1320777	0,2636533	0,114778	
110,4800034	0,2001063	0,1158745	0,2494169	0,1278116	
110,5200043	0,221678	0,1321457	0,2580349	0,1431111	
110,5600052	0,2208991	0,1251432	0,2605503	0,138739	
110,6000061	0,2322753	0,1441682	0,2562012	0,1228197	
110,640007	0,2404476	0,1410566	0,266098	0,1162189	
110,6800079	0,2657553	0,1591164	0,2903185	0,1289663	
110,7200089	0,2261587	0,1376864	0,254743	0,1183088	
110,7600021	0,2173632	0,1486796	0,2511524	0,1337893	
110,8000031	0,2173428	0,1512191	0,243245	0,1483874	
110,840004	0,2316664	0,1400498	0,2555102	0,1583768	
110,8800049	0,2104087	0,1192315	0,2571871	0,1462437	
110,9200058	0,2286011	0,1248265	0,2782982	0,127887	
110,9600067	0,2144369	0,1282819	0,2435129	0,128365	
111,0000076	0,2049705	0,1280705	0,2429381	0,1294899	
111,0400085	0,2112884	0,1260313	0,2470382	0,1422623	
111,0800018	0,1936271	0,1281439	0,2305638	0,1626137	
111,1200027	0,2066422	0,1331472	0,2529033	0,1511181	
111,1600037	0,2048881	0,1307441	0,2486375	0,1564539	
111,2000046	0,199351	0,1119415	0,2408493	0,1548615	
111,2400055	0,2112148	0,1230503	0,2385464	0,14691	
111,2800064	0,2000804	0,1228654	0,2199305	0,1352715	
111,3200073	0,2130586	0,1439517	0,2489223	0,1380262	
111,3600082	0,2205788	0,1380998	0,2441896	0,1311437	
111,4000015	0,2180562	0,1393053	0,246896	0,1215863	
111,4400024	0,2033608	0,131962	0,2343193	0,1440354	
111,4800034	0,2191772	0,1391397	0,2442972	0,1320508	
111,5200043	0,2222825	0,1339982	0,2617961	0,1307941	
111,5600052	0,2307071	0,1310104	0,255123	0,1269296	
111,6000061	0,2215286	0,1273358	0,2673147	0,1304381	
111,640007	0,2307341	0,1394031	0,268859	0,1464768	
111,6800079	0,2189878	0,1308282	0,2607884	0,1541323	
111,7200089	0,2404351	0,1609478	0,2651542	0,1475944	
111,7600021	0,2254896	0,1433071	0,256375	0,1657535	
111,8000031	0,2203664	0,1478956	0,2599882	0,1484408	
111,840004	0,2174667	0,1286351	0,2638544	0,1511788	
111,8800049	0,2024466	0,1209023	0,2464325	0,1441755	
111,9200058	0,2060073	0,1424228	0,2386464	0,1614913	
