@TYPE	VH+VL	VH	VL	CD20
@	Y169A	Y169A	Y169A	Y169A
10,5200005	0,1620888	0,1262446	0,1684661	0,1260542
10,5600004	0,1577422	0,1094597	0,1770871	0,1385381
10,6000004	0,1527691	0,1084785	0,1526534	0,1497625
10,6400003	0,1436836	0,1030051	0,1645821	0,1353312
10,6800003	0,1616211	0,0983417	0,1878032	0,1368481
10,7200003	0,1516772	0,0943071	0,1876068	0,1355649
10,7600002	0,1573054	0,1041707	0,1929165	0,1352758
10,8000002	0,154163	0,1056307	0,1769392	0,1402312
10,8400002	0,1454302	0,103243	0,1686863	0,1338241
10,8800001	0,1507969	0,1137669	0,1724244	0,1409257
10,9200001	0,1387108	0,1001341	0,1552496	0,1408983
10,960001	0,1413825	0,1114457	0,1629251	0,1489242
11,000001	0,1488633	0,1196295	0,145838	0,1316936
11,0400009	0,1486425	0,1150859	0,148789	0,1263397
11,0800009	0,133608	0,0867964	0,15116	0,1302742
11,1200008	0,1420276	0,0868569	0,1799603	0,138764
11,1600008	0,133009	0,0785735	0,1610022	0,1357878
11,2000008	0,1427849	0,0956321	0,164507	0,1364744
11,2400007	0,138972	0,0889665	0,1587707	0,1352401
11,2800007	0,1305488	0,0965206	0,150165	0,1422896
11,3200006	0,1337235	0,0810871	0,1607777	0,147754
11,3600006	0,1394592	0,0939125	0,1592101	0,1423915
11,4000006	0,1473223	0,0956635	0,1506879	0,1705884
11,4400005	0,1591473	0,091261	0,1763648	0,1521265
11,4800005	0,1570446	0,0968771	0,1556355	0,1439941
11,5200005	0,1473541	0,0788497	0,1568645	0,1528362
11,5600004	0,1737508	0,111273	0,1717751	0,1471296
11,6000004	0,1649316	0,1133394	0,1531109	0,1444584
11,6400003	0,1542486	0,108859	0,1474704	0,1434952
11,6800003	0,1477689	0,0877503	0,1515879	0,1348163
11,7200003	0,1434889	0,0777197	0,143396	0,1419157
11,7600002	0,1603728	0,1075609	0,154183	0,1342243
11,8000002	0,1684457	0,1071141	0,1624232	0,1395064
11,8400002	0,1677893	0,1062645	0,1742048	0,1328147
11,8800001	0,1490956	0,0824306	0,159544	0,1305189
11,920001	0,1429928	0,0837258	0,1568779	0,1375487
11,960001	0,1706116	0,0898744	0,1728781	0,1455877
12,000001	0,155267	0,0840423	0,1653724	0,1347777
12,0400009	0,1506914	0,08512	0,1679945	0,154008
12,0800009	0,1436697	0,0866079	0,1624937	0,1383258
12,1200008	0,1571025	0,0961186	0,1693753	0,1322806
12,1600008	0,1650974	0,0876386	0,1729911	0,1361586
12,2000008	0,1615347	0,0891547	0,1591493	0,1391482
12,2400007	0,149918	0,0913835	0,1596759	0,1320365
12,2800007	0,1493791	0,093355	0,1616032	0,1309174
12,3200006	0,1345062	0,0979034	0,1576038	0,1359592
12,3600006	0,124193	0,1001233	0,1375091	0,1376056
12,4000006	0,1491412	0,0961758	0,1602028	0,1322003
12,4400005	0,1414964	0,1015151	0,1626588	0,1309142
12,4800005	0,1414366	0,0872977	0,1622326	0,1423244
12,5200005	0,1428336	0,0901949	0,1619162	0,1426611
12,5600004	0,1387918	0,0851528	0,1541434	0,1393784
12,6000004	0,162347	0,0983697	0,1615507	0,1397636
12,6400003	0,1367632	0,087467	0,1599546	0,1469491
12,6800003	0,1408279	0,0807837	0,1559455	0,1407243
12,7200003	0,1383722	0,0856604	0,1514916	0,1520644
12,7600002	0,1445125	0,0898019	0,1519145	0,1356119
12,8000002	0,139114	0,0811934	0,1484396	0,150689
12,8400002	0,1313212	0,0874237	0,1387436	0,1396083
12,8800011	0,1572094	0,1001282	0,1687622	0,131588
12,920001	0,1415628	0,0886436	0,1471455	0,1419856
12,960001	0,1457687	0,0888462	0,164594	0,1337399
13,000001	0,1406058	0,080677	0,1621974	0,1473253
13,0400009	0,1314862	0,0849263	0,1477994	0,1335477
